Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
32980	2.0000	1.4184	1.4514
32981	0.0000	0.0000	0.0000
32982	0.0000	0.0000	0.0000
32983	2.0000	1.4184	1.4514
32984	2.0000	1.4184	1.4514
32985	2.0000	1.4184	1.4514
32986	2.0000	1.4184	1.4514
32987	2.0000	1.4184	1.4514
32988	0.0000	0.0000	0.0000
32989	0.0000	0.0000	0.0000
32990	0.0000	0.0000	0.0000
32991	2.0000	1.4184	1.4514
32992	2.0000	1.4184	1.4514
32993	0.0000	0.0000	0.0000
32994	2.0000	1.4184	1.4514
32995	0.0000	0.0000	0.0000
32996	0.0000	0.0000	0.0000
32997	2.0000	1.4184	1.4514
32998	0.0000	0.0000	0.0000
32999	2.0000	1.4184	1.4514
33000	2.0000	1.4184	1.4514
33001	0.0000	0.0000	0.0000
33002	2.0000	1.4184	1.4514
33003	2.0000	1.4184	1.4514
33004	2.0000	1.4184	1.4514
33005	2.0000	1.4184	1.4514
33006	2.0000	1.4184	1.4514
33007	0.0000	0.0000	0.0000
33008	2.0000	1.4184	1.4514
33009	0.0000	0.0000	0.0000
33010	2.0000	1.4184	1.4514
33011	2.0000	1.4184	1.4514
33012	2.0000	1.4184	1.4514
33013	2.0000	1.4184	1.4514
33014	2.0000	1.4184	1.4514
33015	2.0000	1.4184	1.4514
33016	2.0000	1.4184	1.4514
33017	0.0000	0.0000	0.0000
33018	2.0000	1.4184	1.4514
33019	0.0000	0.0000	0.0000
33020	2.0000	1.4184	1.4514
33021	2.0000	1.4184	1.4514
33022	2.0000	1.4184	1.4514
33023	2.0000	1.4184	1.4514
33024	2.0000	1.4184	1.4514
33025	0.0000	0.0000	0.0000
33026	0.0000	0.0000	0.0000
33027	2.0000	1.4184	1.4514
33028	2.0000	1.4184	1.4514
33029	2.0000	1.4184	1.4514
33030	0.0000	0.0000	0.0000
33031	0.0000	0.0000	0.0000
33032	2.0000	1.4184	1.4514
33033	0.0000	0.0000	0.0000
33034	0.0000	0.0000	0.0000
33035	2.0000	1.4184	1.4514
33036	2.0000	1.4184	1.4514
33037	2.0000	1.4184	1.4514
33038	2.0000	1.4184	1.4514
33039	2.0000	1.4184	1.4514
33040	0.0000	0.0000	0.0000
33041	2.0000	1.4184	1.4514
33042	2.0000	1.4184	1.4514
33043	2.0000	1.4184	1.4514
33044	2.0000	1.4184	1.4514
33045	0.0000	0.0000	0.0000
33046	2.0000	1.4184	1.4514
33047	2.0000	1.4184	1.4514
33048	0.0000	0.0000	0.0000
33049	2.0000	1.4184	1.4514
33050	2.0000	1.4184	1.4514
33051	2.0000	1.4184	1.4514
33052	2.0000	1.4184	1.4514
33053	2.0000	1.4184	1.4514
33054	2.0000	1.4184	1.4514
33055	2.0000	1.4184	1.4514
33056	2.0000	1.4184	1.4514
33057	2.0000	1.4184	1.4514
33058	2.0000	1.4184	1.4514
33059	2.0000	1.4184	1.4514
33060	0.0000	0.0000	0.0000
33061	2.0000	1.4184	1.4514
33062	0.0000	0.0000	0.0000
33063	0.0000	0.0000	0.0000
33064	2.0000	1.4184	1.4514
33065	2.0000	1.4184	1.4514
33066	2.0000	1.4184	1.4514
33067	0.0000	0.0000	0.0000
33068	2.0000	1.4184	1.4514
33069	2.0000	1.4184	1.4514
33070	2.0000	1.4184	1.4514
33071	2.0000	1.4184	1.4514
33072	2.0000	1.4184	1.4514
33073	2.0000	1.4184	1.4514
33074	0.0000	0.0000	0.0000
33075	2.0000	1.4184	1.4514
33076	0.0000	0.0000	0.0000
33077	2.0000	1.4184	1.4514
33078	2.0000	1.4184	1.4514
33079	2.0000	1.4184	1.4514
33080	0.0000	0.0000	0.0000
33081	2.0000	1.4184	1.4514
33082	2.0000	1.4184	1.4514
33083	0.0000	0.0000	0.0000
33084	2.0000	1.4184	1.4514
33085	2.0000	1.4184	1.4514
33086	2.0000	1.4184	1.4514
33087	2.0000	1.4184	1.4514
33088	2.0000	1.4184	1.4514
33089	2.0000	1.4184	1.4514
33090	2.0000	1.4184	1.4514
33091	0.0000	0.0000	0.0000
33092	2.0000	1.4184	1.4514
33093	0.0000	0.0000	0.0000
33094	0.0000	0.0000	0.0000
33095	2.0000	1.4184	1.4514
33096	2.0000	1.4184	1.4514
33097	2.0000	1.4184	1.4514
33098	2.0000	1.4184	1.4514
33099	2.0000	1.4184	1.4514
33100	2.0000	1.4184	1.4514
33101	2.0000	1.4184	1.4514
33102	2.0000	1.4184	1.4514
33103	0.0000	0.0000	0.0000
33104	0.0000	0.0000	0.0000
33105	0.0000	0.0000	0.0000
33106	2.0000	1.4184	1.4514
33107	0.0000	0.0000	0.0000
33108	2.0000	1.4184	1.4514
33109	2.0000	1.4184	1.4514
33110	0.0000	0.0000	0.0000
33111	0.0000	0.0000	0.0000
33112	2.0000	1.4184	1.4514
33113	2.0000	1.4184	1.4514
33114	2.0000	1.4184	1.4514
33115	2.0000	1.4184	1.4514
33116	2.0000	1.4184	1.4514
33117	2.0000	1.4184	1.4514
33118	2.0000	1.4184	1.4514
33119	2.0000	1.4184	1.4514
33120	0.0000	0.0000	0.0000
33121	0.0000	0.0000	0.0000
33122	2.0000	1.4184	1.4514
33123	2.0000	1.4184	1.4514
33124	2.0000	1.4184	1.4514
33125	0.0000	0.0000	0.0000
33126	2.0000	1.4184	1.4514
33127	2.0000	1.4184	1.4514
33128	2.0000	1.4184	1.4514
33129	2.0000	1.4184	1.4514
33130	2.0000	1.4184	1.4514
33131	0.0000	0.0000	0.0000
33132	2.0000	1.4184	1.4514
33133	2.0000	1.4184	1.4514
33134	2.0000	1.4184	1.4514
33135	2.0000	1.4184	1.4514
33136	2.0000	1.4184	1.4514
33137	2.0000	1.4184	1.4514
33138	0.0000	0.0000	0.0000
33139	0.0000	0.0000	0.0000
33140	2.0000	1.4184	1.4514
33141	0.0000	0.0000	0.0000
33142	2.0000	1.4184	1.4514
33143	2.0000	1.4184	1.4514
33144	0.0000	0.0000	0.0000
33145	2.0000	1.4184	1.4514
33146	2.0000	1.4184	1.4514
33147	0.0000	0.0000	0.0000
33148	0.0000	0.0000	0.0000
33149	0.0000	0.0000	0.0000
33150	2.0000	1.4184	1.4514
33151	2.0000	1.4184	1.4514
33152	0.0000	0.0000	0.0000
33153	0.0000	0.0000	0.0000
33154	2.0000	1.4184	1.4514
33155	2.0000	1.4184	1.4514
33156	2.0000	1.4184	1.4514
33157	0.0000	0.0000	0.0000
33158	0.0000	0.0000	0.0000
33159	2.0000	1.4184	1.4514
33160	2.0000	1.4184	1.4514
33161	0.0000	0.0000	0.0000
33162	2.0000	1.4184	1.4514
33163	2.0000	1.4184	1.4514
33164	0.0000	0.0000	0.0000
33165	2.0000	1.4184	1.4514
33166	2.0000	1.4184	1.4514
33167	2.0000	1.4184	1.4514
33168	2.0000	1.4184	1.4514
33169	2.0000	1.4184	1.4514
33170	0.0000	0.0000	0.0000
33171	2.0000	1.4184	1.4514
33172	2.0000	1.4184	1.4514
33173	2.0000	1.4184	1.4514
33174	2.0000	1.4184	1.4514
33175	2.0000	1.4184	1.4514
33176	2.0000	1.4184	1.4514
33177	0.0000	0.0000	0.0000
33178	2.0000	1.4184	1.4514
33179	2.0000	1.4184	1.4514
33180	0.0000	0.0000	0.0000
33181	2.0000	1.4184	1.4514
33182	2.0000	1.4184	1.4514
33183	0.0000	0.0000	0.0000
33184	2.0000	1.4184	1.4514
33185	0.0000	0.0000	0.0000
33186	2.0000	1.4184	1.4514
33187	0.0000	0.0000	0.0000
33188	2.0000	1.4184	1.4514
33189	2.0000	1.4184	1.4514
33190	2.0000	1.4184	1.4514
33191	2.0000	1.4184	1.4514
33192	2.0000	1.4184	1.4514
33193	0.0000	0.0000	0.0000
33194	2.0000	1.4184	1.4514
33195	2.0000	1.4184	1.4514
33196	0.0000	0.0000	0.0000
33197	2.0000	1.4184	1.4514
33198	2.0000	1.4184	1.4514
33199	2.0000	1.4184	1.4514
33200	2.0000	1.4184	1.4514
33201	0.0000	0.0000	0.0000
33202	2.0000	1.4184	1.4514
33203	2.0000	1.4184	1.4514
33204	0.0000	0.0000	0.0000
33205	2.0000	1.4184	1.4514
33206	2.0000	1.4184	1.4514
33207	2.0000	1.4184	1.4514
33208	2.0000	1.4184	1.4514
33209	2.0000	1.4184	1.4514
33210	2.0000	1.4184	1.4514
33211	2.0000	1.4184	1.4514
33212	2.0000	1.4184	1.4514
33213	2.0000	1.4184	1.4514
33214	0.0000	0.0000	0.0000
33215	2.0000	1.4184	1.4514
33216	0.0000	0.0000	0.0000
33217	2.0000	1.4184	1.4514
33218	0.0000	0.0000	0.0000
33219	2.0000	1.4184	1.4514
33220	0.0000	0.0000	0.0000
33221	0.0000	0.0000	0.0000
33222	2.0000	1.4184	1.4514
33223	2.0000	1.4184	1.4514
33224	0.0000	0.0000	0.0000
33225	0.0000	0.0000	0.0000
33226	0.0000	0.0000	0.0000
33227	0.0000	0.0000	0.0000
33228	2.0000	1.4184	1.4514
33229	0.0000	0.0000	0.0000
33230	2.0000	1.4184	1.4514
33231	0.0000	0.0000	0.0000
33232	2.0000	1.4184	1.4514
33233	2.0000	1.4184	1.4514
33234	0.0000	0.0000	0.0000
33235	2.0000	1.4184	1.4514
33236	2.0000	1.4184	1.4514
33237	0.0000	0.0000	0.0000
33238	2.0000	1.4184	1.4514
33239	2.0000	1.4184	1.4514
33240	0.0000	0.0000	0.0000
33241	2.0000	1.4184	1.4514
33242	0.0000	0.0000	0.0000
33243	0.0000	0.0000	0.0000
33244	0.0000	0.0000	0.0000
33245	2.0000	1.4184	1.4514
33246	2.0000	1.4184	1.4514
33247	2.0000	1.4184	1.4514
33248	0.0000	0.0000	0.0000
33249	2.0000	1.4184	1.4514
33250	2.0000	1.4184	1.4514
33251	0.0000	0.0000	0.0000
33252	2.0000	1.4184	1.4514
33253	2.0000	1.4184	1.4514
33254	2.0000	1.4184	1.4514
33255	2.0000	1.4184	1.4514
33256	0.0000	0.0000	0.0000
33257	0.0000	0.0000	0.0000
33258	2.0000	1.4184	1.4514
33259	2.0000	1.4184	1.4514
33260	0.0000	0.0000	0.0000
33261	2.0000	1.4184	1.4514
33262	2.0000	1.4184	1.4514
33263	2.0000	1.4184	1.4514
33264	2.0000	1.4184	1.4514
33265	2.0000	1.4184	1.4514
33266	2.0000	1.4184	1.4514
33267	2.0000	1.4184	1.4514
33268	0.0000	0.0000	0.0000
33269	2.0000	1.4184	1.4514
33270	2.0000	1.4184	1.4514
33271	2.0000	1.4184	1.4514
33272	2.0000	1.4184	1.4514
33273	0.0000	0.0000	0.0000
33274	0.0000	0.0000	0.0000
33275	2.0000	1.4184	1.4514
33276	0.0000	0.0000	0.0000
33277	2.0000	1.4184	1.4514
33278	2.0000	1.4184	1.4514
33279	0.0000	0.0000	0.0000
33280	2.0000	1.4184	1.4514
33281	2.0000	1.4184	1.4514
33282	2.0000	1.4184	1.4514
33283	2.0000	1.4184	1.4514
33284	2.0000	1.4184	1.4514
33285	2.0000	1.4184	1.4514
33286	2.0000	1.4184	1.4514
33287	2.0000	1.4184	1.4514
33288	2.0000	1.4184	1.4514
33289	0.0000	0.0000	0.0000
33290	2.0000	1.4184	1.4514
33291	2.0000	1.4184	1.4514
33292	2.0000	1.4184	1.4514
33293	2.0000	1.4184	1.4514
33294	2.0000	1.4184	1.4514
33295	2.0000	1.4184	1.4514
33296	2.0000	1.4184	1.4514
33297	2.0000	1.4184	1.4514
33298	2.0000	1.4184	1.4514
33299	0.0000	0.0000	0.0000
33300	0.0000	0.0000	0.0000
33301	2.0000	1.4184	1.4514
33302	0.0000	0.0000	0.0000
33303	2.0000	1.4184	1.4514
33304	0.0000	0.0000	0.0000
33305	2.0000	1.4184	1.4514
33306	2.0000	1.4184	1.4514
33307	2.0000	1.4184	1.4514
33308	2.0000	1.4184	1.4514
33309	2.0000	1.4184	1.4514
33310	2.0000	1.4184	1.4514
33311	0.0000	0.0000	0.0000
33312	2.0000	1.4184	1.4514
33313	2.0000	1.4184	1.4514
33314	2.0000	1.4184	1.4514
33315	0.0000	0.0000	0.0000
33316	0.0000	0.0000	0.0000
33317	2.0000	1.4184	1.4514
33318	2.0000	1.4184	1.4514
33319	2.0000	1.4184	1.4514
33320	0.0000	0.0000	0.0000
33321	0.0000	0.0000	0.0000
33322	2.0000	1.4184	1.4514
33323	0.0000	0.0000	0.0000
33324	2.0000	1.4184	1.4514
33325	2.0000	1.4184	1.4514
33326	0.0000	0.0000	0.0000
33327	2.0000	1.4184	1.4514
33328	2.0000	1.4184	1.4514
33329	2.0000	1.4184	1.4514
33330	0.0000	0.0000	0.0000
33331	0.0000	0.0000	0.0000
33332	2.0000	1.4184	1.4514
33333	2.0000	1.4184	1.4514
33334	0.0000	0.0000	0.0000
33335	2.0000	1.4184	1.4514
33336	2.0000	1.4184	1.4514
33337	2.0000	1.4184	1.4514
33338	2.0000	1.4184	1.4514
33339	2.0000	1.4184	1.4514
33340	2.0000	1.4184	1.4514
33341	0.0000	0.0000	0.0000
33342	2.0000	1.4184	1.4514
33343	2.0000	1.4184	1.4514
33344	2.0000	1.4184	1.4514
33345	0.0000	0.0000	0.0000
33346	0.0000	0.0000	0.0000
33347	2.0000	1.4184	1.4514
33348	0.0000	0.0000	0.0000
33349	2.0000	1.4184	1.4514
33350	2.0000	1.4184	1.4514
33351	2.0000	1.4184	1.4514
33352	2.0000	1.4184	1.4514
33353	2.0000	1.4184	1.4514
33354	2.0000	1.4184	1.4514
33355	2.0000	1.4184	1.4514
33356	2.0000	1.4184	1.4514
33357	0.0000	0.0000	0.0000
33358	2.0000	1.4184	1.4514
33359	2.0000	1.4184	1.4514
33360	0.0000	0.0000	0.0000
33361	2.0000	1.4184	1.4514
33362	2.0000	1.4184	1.4514
33363	0.0000	0.0000	0.0000
33364	2.0000	1.4184	1.4514
33365	2.0000	1.4184	1.4514
33366	2.0000	1.4184	1.4514
33367	2.0000	1.4184	1.4514
33368	0.0000	0.0000	0.0000
33369	0.0000	0.0000	0.0000
33370	0.0000	0.0000	0.0000
33371	0.0000	0.0000	0.0000
33372	2.0000	1.4184	1.4514
33373	2.0000	1.4184	1.4514
33374	2.0000	1.4184	1.4514
33375	0.0000	0.0000	0.0000
33376	2.0000	1.4184	1.4514
33377	0.0000	0.0000	0.0000
33378	0.0000	0.0000	0.0000
33379	2.0000	1.4184	1.4514
33380	2.0000	1.4184	1.4514
33381	0.0000	0.0000	0.0000
33382	2.0000	1.4184	1.4514
33383	2.0000	1.4184	1.4514
33384	2.0000	1.4184	1.4514
33385	0.0000	0.0000	0.0000
33386	0.0000	0.0000	0.0000
33387	2.0000	1.4184	1.4514
33388	2.0000	1.4184	1.4514
33389	2.0000	1.4184	1.4514
33390	2.0000	1.4184	1.4514
33391	2.0000	1.4184	1.4514
33392	2.0000	1.4184	1.4514
33393	2.0000	1.4184	1.4514
33394	0.0000	0.0000	0.0000
33395	2.0000	1.4184	1.4514
33396	2.0000	1.4184	1.4514
33397	2.0000	1.4184	1.4514
33398	2.0000	1.4184	1.4514
33399	2.0000	1.4184	1.4514
33400	0.0000	0.0000	0.0000
33401	2.0000	1.4184	1.4514
33402	2.0000	1.4184	1.4514
33403	0.0000	0.0000	0.0000
33404	2.0000	1.4184	1.4514
33405	2.0000	1.4184	1.4514
33406	0.0000	0.0000	0.0000
33407	2.0000	1.4184	1.4514
33408	2.0000	1.4184	1.4514
33409	2.0000	1.4184	1.4514
33410	0.0000	0.0000	0.0000
33411	0.0000	0.0000	0.0000
33412	2.0000	1.4184	1.4514
33413	2.0000	1.4184	1.4514
33414	2.0000	1.4184	1.4514
33415	0.0000	0.0000	0.0000
33416	0.0000	0.0000	0.0000
33417	2.0000	1.4184	1.4514
33418	2.0000	1.4184	1.4514
33419	2.0000	1.4184	1.4514
33420	2.0000	1.4184	1.4514
33421	2.0000	1.4184	1.4514
33422	2.0000	1.4184	1.4514
33423	2.0000	1.4184	1.4514
33424	0.0000	0.0000	0.0000
33425	2.0000	1.4184	1.4514
33426	2.0000	1.4184	1.4514
33427	2.0000	1.4184	1.4514
33428	0.0000	0.0000	0.0000
33429	2.0000	1.4184	1.4514
33430	2.0000	1.4184	1.4514
33431	0.0000	0.0000	0.0000
33432	2.0000	1.4184	1.4514
33433	0.0000	0.0000	0.0000
33434	2.0000	1.4184	1.4514
33435	0.0000	0.0000	0.0000
33436	2.0000	1.4184	1.4514
33437	2.0000	1.4184	1.4514
33438	0.0000	0.0000	0.0000
33439	2.0000	1.4184	1.4514
33440	2.0000	1.4184	1.4514
33441	0.0000	0.0000	0.0000
33442	0.0000	0.0000	0.0000
33443	0.0000	0.0000	0.0000
33444	2.0000	1.4184	1.4514
33445	0.0000	0.0000	0.0000
33446	0.0000	0.0000	0.0000
33447	2.0000	1.4184	1.4514
33448	2.0000	1.4184	1.4514
33449	2.0000	1.4184	1.4514
33450	2.0000	1.4184	1.4514
33451	2.0000	1.4184	1.4514
33452	0.0000	0.0000	0.0000
33453	2.0000	1.4184	1.4514
33454	0.0000	0.0000	0.0000
33455	2.0000	1.4184	1.4514
33456	2.0000	1.4184	1.4514
33457	0.0000	0.0000	0.0000
33458	0.0000	0.0000	0.0000
33459	0.0000	0.0000	0.0000
33460	2.0000	1.4184	1.4514
33461	2.0000	1.4184	1.4514
33462	2.0000	1.4184	1.4514
33463	2.0000	1.4184	1.4514
33464	0.0000	0.0000	0.0000
33465	2.0000	1.4184	1.4514
33466	2.0000	1.4184	1.4514
33467	0.0000	0.0000	0.0000
33468	0.0000	0.0000	0.0000
33469	0.0000	0.0000	0.0000
33470	2.0000	1.4184	1.4514
33471	0.0000	0.0000	0.0000
33472	2.0000	1.4184	1.4514
33473	0.0000	0.0000	0.0000
33474	2.0000	1.4184	1.4514
33475	0.0000	0.0000	0.0000
33476	0.0000	0.0000	0.0000
33477	2.0000	1.4184	1.4514
33478	2.0000	1.4184	1.4514
33479	0.0000	0.0000	0.0000
33480	0.0000	0.0000	0.0000
33481	0.0000	0.0000	0.0000
33482	2.0000	1.4184	1.4514
33483	2.0000	1.4184	1.4514
33484	0.0000	0.0000	0.0000
33485	2.0000	1.4184	1.4514
33486	2.0000	1.4184	1.4514
33487	2.0000	1.4184	1.4514
33488	2.0000	1.4184	1.4514
33489	0.0000	0.0000	0.0000
33490	2.0000	1.4184	1.4514
33491	2.0000	1.4184	1.4514
33492	2.0000	1.4184	1.4514
33493	2.0000	1.4184	1.4514
33494	2.0000	1.4184	1.4514
33495	0.0000	0.0000	0.0000
33496	2.0000	1.4184	1.4514
33497	0.0000	0.0000	0.0000
33498	2.0000	1.4184	1.4514
33499	2.0000	1.4184	1.4514
33500	0.0000	0.0000	0.0000
33501	2.0000	1.4184	1.4514
33502	2.0000	1.4184	1.4514
33503	0.0000	0.0000	0.0000
33504	0.0000	0.0000	0.0000
33505	2.0000	1.4184	1.4514
33506	0.0000	0.0000	0.0000
33507	2.0000	1.4184	1.4514
33508	2.0000	1.4184	1.4514
33509	2.0000	1.4184	1.4514
33510	0.0000	0.0000	0.0000
33511	0.0000	0.0000	0.0000
33512	0.0000	0.0000	0.0000
33513	0.0000	0.0000	0.0000
33514	2.0000	1.4184	1.4514
33515	2.0000	1.4184	1.4514
33516	0.0000	0.0000	0.0000
33517	2.0000	1.4184	1.4514
33518	2.0000	1.4184	1.4514
33519	0.0000	0.0000	0.0000
33520	2.0000	1.4184	1.4514
33521	2.0000	1.4184	1.4514
33522	0.0000	0.0000	0.0000
33523	2.0000	1.4184	1.4514
33524	0.0000	0.0000	0.0000
33525	2.0000	1.4184	1.4514
33526	0.0000	0.0000	0.0000
33527	2.0000	1.4184	1.4514
33528	2.0000	1.4184	1.4514
33529	2.0000	1.4184	1.4514
33530	2.0000	1.4184	1.4514
33531	2.0000	1.4184	1.4514
33532	2.0000	1.4184	1.4514
33533	0.0000	0.0000	0.0000
33534	2.0000	1.4184	1.4514
33535	2.0000	1.4184	1.4514
33536	2.0000	1.4184	1.4514
33537	2.0000	1.4184	1.4514
33538	2.0000	1.4184	1.4514
33539	2.0000	1.4184	1.4514
33540	2.0000	1.4184	1.4514
33541	2.0000	1.4184	1.4514
33542	2.0000	1.4184	1.4514
33543	0.0000	0.0000	0.0000
33544	2.0000	1.4184	1.4514
33545	2.0000	1.4184	1.4514
33546	2.0000	1.4184	1.4514
33547	2.0000	1.4184	1.4514
33548	2.0000	1.4184	1.4514
33549	0.0000	0.0000	0.0000
33550	2.0000	1.4184	1.4514
33551	2.0000	1.4184	1.4514
33552	0.0000	0.0000	0.0000
33553	2.0000	1.4184	1.4514
33554	2.0000	1.4184	1.4514
33555	0.0000	0.0000	0.0000
33556	2.0000	1.4184	1.4514
33557	2.0000	1.4184	1.4514
33558	2.0000	1.4184	1.4514
33559	2.0000	1.4184	1.4514
33560	2.0000	1.4184	1.4514
33561	2.0000	1.4184	1.4514
33562	2.0000	1.4184	1.4514
33563	0.0000	0.0000	0.0000
33564	2.0000	1.4184	1.4514
33565	2.0000	1.4184	1.4514
33566	2.0000	1.4184	1.4514
33567	0.0000	0.0000	0.0000
33568	2.0000	1.4184	1.4514
33569	2.0000	1.4184	1.4514
33570	0.0000	0.0000	0.0000
33571	2.0000	1.4184	1.4514
33572	2.0000	1.4184	1.4514
33573	0.0000	0.0000	0.0000
33574	0.0000	0.0000	0.0000
33575	2.0000	1.4184	1.4514
33576	2.0000	1.4184	1.4514
33577	2.0000	1.4184	1.4514
33578	2.0000	1.4184	1.4514
33579	0.0000	0.0000	0.0000
33580	0.0000	0.0000	0.0000
33581	2.0000	1.4184	1.4514
33582	2.0000	1.4184	1.4514
33583	2.0000	1.4184	1.4514
33584	0.0000	0.0000	0.0000
33585	0.0000	0.0000	0.0000
33586	0.0000	0.0000	0.0000
33587	2.0000	1.4184	1.4514
33588	2.0000	1.4184	1.4514
33589	2.0000	1.4184	1.4514
33590	2.0000	1.4184	1.4514
33591	0.0000	0.0000	0.0000
33592	0.0000	0.0000	0.0000
33593	0.0000	0.0000	0.0000
33594	2.0000	1.4184	1.4514
33595	0.0000	0.0000	0.0000
33596	2.0000	1.4184	1.4514
33597	0.0000	0.0000	0.0000
33598	2.0000	1.4184	1.4514
33599	2.0000	1.4184	1.4514
33600	2.0000	1.4184	1.4514
33601	0.0000	0.0000	0.0000
33602	0.0000	0.0000	0.0000
33603	2.0000	1.4184	1.4514
33604	2.0000	1.4184	1.4514
33605	0.0000	0.0000	0.0000
33606	0.0000	0.0000	0.0000
33607	0.0000	0.0000	0.0000
33608	0.0000	0.0000	0.0000
33609	0.0000	0.0000	0.0000
33610	0.0000	0.0000	0.0000
33611	0.0000	0.0000	0.0000
33612	2.0000	1.4184	1.4514
33613	0.0000	0.0000	0.0000
33614	2.0000	1.4184	1.4514
33615	0.0000	0.0000	0.0000
33616	0.0000	0.0000	0.0000
33617	2.0000	1.4184	1.4514
33618	0.0000	0.0000	0.0000
33619	2.0000	1.4184	1.4514
33620	0.0000	0.0000	0.0000
33621	0.0000	0.0000	0.0000
33622	2.0000	1.4184	1.4514
33623	2.0000	1.4184	1.4514
33624	0.0000	0.0000	0.0000
33625	0.0000	0.0000	0.0000
33626	0.0000	0.0000	0.0000
33627	0.0000	0.0000	0.0000
33628	2.0000	1.4184	1.4514
33629	2.0000	1.4184	1.4514
33630	2.0000	1.4184	1.4514
33631	2.0000	1.4184	1.4514
33632	2.0000	1.4184	1.4514
33633	2.0000	1.4184	1.4514
33634	0.0000	0.0000	0.0000
33635	0.0000	0.0000	0.0000
33636	2.0000	1.4184	1.4514
33637	0.0000	0.0000	0.0000
33638	2.0000	1.4184	1.4514
33639	0.0000	0.0000	0.0000
33640	0.0000	0.0000	0.0000
33641	2.0000	1.4184	1.4514
33642	2.0000	1.4184	1.4514
33643	0.0000	0.0000	0.0000
33644	0.0000	0.0000	0.0000
33645	0.0000	0.0000	0.0000
33646	2.0000	1.4184	1.4514
33647	0.0000	0.0000	0.0000
33648	0.0000	0.0000	0.0000
33649	0.0000	0.0000	0.0000
33650	2.0000	1.4184	1.4514
33651	2.0000	1.4184	1.4514
33652	2.0000	1.4184	1.4514
33653	0.0000	0.0000	0.0000
33654	2.0000	1.4184	1.4514
33655	2.0000	1.4184	1.4514
33656	2.0000	1.4184	1.4514
33657	0.0000	0.0000	0.0000
33658	0.0000	0.0000	0.0000
33659	0.0000	0.0000	0.0000
33660	0.0000	0.0000	0.0000
33661	2.0000	1.4184	1.4514
33662	2.0000	1.4184	1.4514
33663	2.0000	1.4184	1.4514
33664	0.0000	0.0000	0.0000
33665	0.0000	0.0000	0.0000
33666	0.0000	0.0000	0.0000
33667	2.0000	1.4184	1.4514
33668	2.0000	1.4184	1.4514
33669	0.0000	0.0000	0.0000
33670	0.0000	0.0000	0.0000
33671	2.0000	1.4184	1.4514
33672	2.0000	1.4184	1.4514
33673	0.0000	0.0000	0.0000
33674	2.0000	1.4184	1.4514
33675	2.0000	1.4184	1.4514
33676	2.0000	1.4184	1.4514
33677	2.0000	1.4184	1.4514
33678	2.0000	1.4184	1.4514
33679	0.0000	0.0000	0.0000
33680	2.0000	1.4184	1.4514
33681	2.0000	1.4184	1.4514
33682	2.0000	1.4184	1.4514
33683	2.0000	1.4184	1.4514
33684	0.0000	0.0000	0.0000
33685	0.0000	0.0000	0.0000
33686	2.0000	1.4184	1.4514
33687	2.0000	1.4184	1.4514
33688	2.0000	1.4184	1.4514
33689	0.0000	0.0000	0.0000
33690	2.0000	1.4184	1.4514
33691	2.0000	1.4184	1.4514
33692	2.0000	1.4184	1.4514
33693	2.0000	1.4184	1.4514
33694	2.0000	1.4184	1.4514
33695	2.0000	1.4184	1.4514
33696	2.0000	1.4184	1.4514
33697	2.0000	1.4184	1.4514
33698	0.0000	0.0000	0.0000
33699	0.0000	0.0000	0.0000
33700	2.0000	1.4184	1.4514
33701	2.0000	1.4184	1.4514
33702	0.0000	0.0000	0.0000
33703	2.0000	1.4184	1.4514
33704	2.0000	1.4184	1.4514
33705	0.0000	0.0000	0.0000
33706	2.0000	1.4184	1.4514
33707	2.0000	1.4184	1.4514
33708	0.0000	0.0000	0.0000
33709	2.0000	1.4184	1.4514
33710	0.0000	0.0000	0.0000
33711	0.0000	0.0000	0.0000
33712	2.0000	1.4184	1.4514
33713	2.0000	1.4184	1.4514
33714	2.0000	1.4184	1.4514
33715	0.0000	0.0000	0.0000
33716	2.0000	1.4184	1.4514
33717	2.0000	1.4184	1.4514
33718	2.0000	1.4184	1.4514
33719	2.0000	1.4184	1.4514
33720	2.0000	1.4184	1.4514
33721	2.0000	1.4184	1.4514
33722	2.0000	1.4184	1.4514
33723	2.0000	1.4184	1.4514
33724	0.0000	0.0000	0.0000
33725	2.0000	1.4184	1.4514
33726	2.0000	1.4184	1.4514
33727	0.0000	0.0000	0.0000
33728	2.0000	1.4184	1.4514
33729	0.0000	0.0000	0.0000
33730	2.0000	1.4184	1.4514
33731	2.0000	1.4184	1.4514
33732	2.0000	1.4184	1.4514
33733	0.0000	0.0000	0.0000
33734	2.0000	1.4184	1.4514
33735	2.0000	1.4184	1.4514
33736	0.0000	0.0000	0.0000
33737	2.0000	1.4184	1.4514
33738	2.0000	1.4184	1.4514
33739	2.0000	1.4184	1.4514
33740	2.0000	1.4184	1.4514
33741	2.0000	1.4184	1.4514
33742	2.0000	1.4184	1.4514
33743	2.0000	1.4184	1.4514
33744	2.0000	1.4184	1.4514
33745	2.0000	1.4184	1.4514
33746	2.0000	1.4184	1.4514
33747	2.0000	1.4184	1.4514
33748	2.0000	1.4184	1.4514
33749	2.0000	1.4184	1.4514
33750	0.0000	0.0000	0.0000
33751	0.0000	0.0000	0.0000
33752	0.0000	0.0000	0.0000
33753	2.0000	1.4184	1.4514
33754	2.0000	1.4184	1.4514
