Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
40246	2.0000	1.4184	1.4514
40247	2.0000	1.4184	1.4514
40248	2.0000	1.4184	1.4514
40249	0.0000	0.0000	0.0000
40250	2.0000	1.4184	1.4514
40251	2.0000	1.4184	1.4514
40252	2.0000	1.4184	1.4514
40253	0.0000	0.0000	0.0000
40254	2.0000	1.4184	1.4514
40255	2.0000	1.4184	1.4514
40256	2.0000	1.4184	1.4514
40257	2.0000	1.4184	1.4514
40258	0.0000	0.0000	0.0000
40259	2.0000	1.4184	1.4514
40260	2.0000	1.4184	1.4514
40261	0.0000	0.0000	0.0000
40262	2.0000	1.4184	1.4514
40263	2.0000	1.4184	1.4514
40264	2.0000	1.4184	1.4514
40265	2.0000	1.4184	1.4514
40266	0.0000	0.0000	0.0000
40267	2.0000	1.4184	1.4514
40268	2.0000	1.4184	1.4514
40269	2.0000	1.4184	1.4514
40270	2.0000	1.4184	1.4514
40271	2.0000	1.4184	1.4514
40272	2.0000	1.4184	1.4514
40273	2.0000	1.4184	1.4514
40274	0.0000	0.0000	0.0000
40275	0.0000	0.0000	0.0000
40276	0.0000	0.0000	0.0000
40277	2.0000	1.4184	1.4514
40278	2.0000	1.4184	1.4514
40279	2.0000	1.4184	1.4514
40280	2.0000	1.4184	1.4514
40281	2.0000	1.4184	1.4514
40282	2.0000	1.4184	1.4514
40283	0.0000	0.0000	0.0000
40284	2.0000	1.4184	1.4514
40285	2.0000	1.4184	1.4514
40286	2.0000	1.4184	1.4514
40287	2.0000	1.4184	1.4514
40288	2.0000	1.4184	1.4514
40289	2.0000	1.4184	1.4514
40290	0.0000	0.0000	0.0000
40291	2.0000	1.4184	1.4514
40292	2.0000	1.4184	1.4514
40293	0.0000	0.0000	0.0000
40294	2.0000	1.4184	1.4514
40295	2.0000	1.4184	1.4514
40296	0.0000	0.0000	0.0000
40297	2.0000	1.4184	1.4514
40298	0.0000	0.0000	0.0000
40299	2.0000	1.4184	1.4514
40300	2.0000	1.4184	1.4514
40301	2.0000	1.4184	1.4514
40302	2.0000	1.4184	1.4514
40303	0.0000	0.0000	0.0000
40304	0.0000	0.0000	0.0000
40305	0.0000	0.0000	0.0000
40306	2.0000	1.4184	1.4514
40307	2.0000	1.4184	1.4514
40308	2.0000	1.4184	1.4514
40309	2.0000	1.4184	1.4514
40310	2.0000	1.4184	1.4514
40311	0.0000	0.0000	0.0000
40312	0.0000	0.0000	0.0000
40313	2.0000	1.4184	1.4514
40314	2.0000	1.4184	1.4514
40315	2.0000	1.4184	1.4514
40316	2.0000	1.4184	1.4514
40317	0.0000	0.0000	0.0000
40318	2.0000	1.4184	1.4514
40319	0.0000	0.0000	0.0000
40320	2.0000	1.4184	1.4514
40321	0.0000	0.0000	0.0000
40322	2.0000	1.4184	1.4514
40323	0.0000	0.0000	0.0000
40324	2.0000	1.4184	1.4514
40325	2.0000	1.4184	1.4514
40326	2.0000	1.4184	1.4514
40327	2.0000	1.4184	1.4514
40328	2.0000	1.4184	1.4514
40329	2.0000	1.4184	1.4514
40330	2.0000	1.4184	1.4514
40331	2.0000	1.4184	1.4514
40332	0.0000	0.0000	0.0000
40333	0.0000	0.0000	0.0000
40334	2.0000	1.4184	1.4514
40335	2.0000	1.4184	1.4514
40336	2.0000	1.4184	1.4514
40337	2.0000	1.4184	1.4514
40338	2.0000	1.4184	1.4514
40339	2.0000	1.4184	1.4514
40340	2.0000	1.4184	1.4514
40341	0.0000	0.0000	0.0000
40342	0.0000	0.0000	0.0000
40343	2.0000	1.4184	1.4514
40344	0.0000	0.0000	0.0000
40345	2.0000	1.4184	1.4514
40346	2.0000	1.4184	1.4514
40347	2.0000	1.4184	1.4514
40348	0.0000	0.0000	0.0000
40349	0.0000	0.0000	0.0000
40350	0.0000	0.0000	0.0000
40351	2.0000	1.4184	1.4514
40352	0.0000	0.0000	0.0000
40353	0.0000	0.0000	0.0000
40354	0.0000	0.0000	0.0000
40355	2.0000	1.4184	1.4514
40356	2.0000	1.4184	1.4514
40357	2.0000	1.4184	1.4514
40358	2.0000	1.4184	1.4514
40359	2.0000	1.4184	1.4514
40360	2.0000	1.4184	1.4514
40361	0.0000	0.0000	0.0000
40362	2.0000	1.4184	1.4514
40363	2.0000	1.4184	1.4514
40364	2.0000	1.4184	1.4514
40365	0.0000	0.0000	0.0000
40366	0.0000	0.0000	0.0000
40367	2.0000	1.4184	1.4514
40368	2.0000	1.4184	1.4514
40369	0.0000	0.0000	0.0000
40370	0.0000	0.0000	0.0000
40371	0.0000	0.0000	0.0000
40372	2.0000	1.4184	1.4514
40373	0.0000	0.0000	0.0000
40374	0.0000	0.0000	0.0000
40375	0.0000	0.0000	0.0000
40376	0.0000	0.0000	0.0000
40377	2.0000	1.4184	1.4514
40378	2.0000	1.4184	1.4514
40379	2.0000	1.4184	1.4514
40380	2.0000	1.4184	1.4514
40381	2.0000	1.4184	1.4514
40382	0.0000	0.0000	0.0000
40383	2.0000	1.4184	1.4514
40384	0.0000	0.0000	0.0000
40385	2.0000	1.4184	1.4514
40386	2.0000	1.4184	1.4514
40387	2.0000	1.4184	1.4514
40388	2.0000	1.4184	1.4514
40389	2.0000	1.4184	1.4514
40390	2.0000	1.4184	1.4514
40391	2.0000	1.4184	1.4514
40392	2.0000	1.4184	1.4514
40393	2.0000	1.4184	1.4514
40394	2.0000	1.4184	1.4514
40395	2.0000	1.4184	1.4514
40396	0.0000	0.0000	0.0000
40397	0.0000	0.0000	0.0000
40398	2.0000	1.4184	1.4514
40399	2.0000	1.4184	1.4514
40400	2.0000	1.4184	1.4514
40401	2.0000	1.4184	1.4514
40402	2.0000	1.4184	1.4514
40403	2.0000	1.4184	1.4514
40404	0.0000	0.0000	0.0000
40405	2.0000	1.4184	1.4514
40406	2.0000	1.4184	1.4514
40407	0.0000	0.0000	0.0000
40408	0.0000	0.0000	0.0000
40409	2.0000	1.4184	1.4514
40410	2.0000	1.4184	1.4514
40411	2.0000	1.4184	1.4514
40412	2.0000	1.4184	1.4514
40413	0.0000	0.0000	0.0000
40414	2.0000	1.4184	1.4514
40415	2.0000	1.4184	1.4514
40416	0.0000	0.0000	0.0000
40417	2.0000	1.4184	1.4514
40418	0.0000	0.0000	0.0000
40419	2.0000	1.4184	1.4514
40420	2.0000	1.4184	1.4514
40421	0.0000	0.0000	0.0000
40422	0.0000	0.0000	0.0000
40423	2.0000	1.4184	1.4514
40424	2.0000	1.4184	1.4514
40425	0.0000	0.0000	0.0000
40426	2.0000	1.4184	1.4514
40427	2.0000	1.4184	1.4514
40428	2.0000	1.4184	1.4514
40429	0.0000	0.0000	0.0000
40430	0.0000	0.0000	0.0000
40431	2.0000	1.4184	1.4514
40432	0.0000	0.0000	0.0000
40433	2.0000	1.4184	1.4514
40434	2.0000	1.4184	1.4514
40435	2.0000	1.4184	1.4514
40436	2.0000	1.4184	1.4514
40437	2.0000	1.4184	1.4514
40438	2.0000	1.4184	1.4514
40439	0.0000	0.0000	0.0000
40440	2.0000	1.4184	1.4514
40441	2.0000	1.4184	1.4514
40442	2.0000	1.4184	1.4514
40443	2.0000	1.4184	1.4514
40444	2.0000	1.4184	1.4514
40445	2.0000	1.4184	1.4514
40446	2.0000	1.4184	1.4514
40447	2.0000	1.4184	1.4514
40448	0.0000	0.0000	0.0000
40449	2.0000	1.4184	1.4514
40450	0.0000	0.0000	0.0000
40451	2.0000	1.4184	1.4514
40452	2.0000	1.4184	1.4514
40453	2.0000	1.4184	1.4514
40454	2.0000	1.4184	1.4514
40455	2.0000	1.4184	1.4514
40456	0.0000	0.0000	0.0000
40457	2.0000	1.4184	1.4514
40458	2.0000	1.4184	1.4514
40459	2.0000	1.4184	1.4514
40460	2.0000	1.4184	1.4514
40461	0.0000	0.0000	0.0000
40462	2.0000	1.4184	1.4514
40463	0.0000	0.0000	0.0000
40464	0.0000	0.0000	0.0000
40465	2.0000	1.4184	1.4514
40466	2.0000	1.4184	1.4514
40467	2.0000	1.4184	1.4514
40468	0.0000	0.0000	0.0000
40469	2.0000	1.4184	1.4514
40470	0.0000	0.0000	0.0000
40471	2.0000	1.4184	1.4514
40472	0.0000	0.0000	0.0000
40473	2.0000	1.4184	1.4514
40474	2.0000	1.4184	1.4514
40475	0.0000	0.0000	0.0000
40476	2.0000	1.4184	1.4514
40477	2.0000	1.4184	1.4514
40478	2.0000	1.4184	1.4514
40479	0.0000	0.0000	0.0000
40480	0.0000	0.0000	0.0000
40481	0.0000	0.0000	0.0000
40482	2.0000	1.4184	1.4514
40483	2.0000	1.4184	1.4514
40484	0.0000	0.0000	0.0000
40485	2.0000	1.4184	1.4514
40486	0.0000	0.0000	0.0000
40487	2.0000	1.4184	1.4514
40488	0.0000	0.0000	0.0000
40489	2.0000	1.4184	1.4514
40490	2.0000	1.4184	1.4514
40491	2.0000	1.4184	1.4514
40492	2.0000	1.4184	1.4514
40493	2.0000	1.4184	1.4514
40494	2.0000	1.4184	1.4514
40495	0.0000	0.0000	0.0000
40496	2.0000	1.4184	1.4514
40497	2.0000	1.4184	1.4514
40498	2.0000	1.4184	1.4514
40499	2.0000	1.4184	1.4514
40500	0.0000	0.0000	0.0000
40501	2.0000	1.4184	1.4514
40502	2.0000	1.4184	1.4514
40503	2.0000	1.4184	1.4514
40504	0.0000	0.0000	0.0000
40505	2.0000	1.4184	1.4514
40506	0.0000	0.0000	0.0000
40507	2.0000	1.4184	1.4514
40508	0.0000	0.0000	0.0000
40509	2.0000	1.4184	1.4514
40510	0.0000	0.0000	0.0000
40511	2.0000	1.4184	1.4514
40512	0.0000	0.0000	0.0000
40513	2.0000	1.4184	1.4514
40514	2.0000	1.4184	1.4514
40515	0.0000	0.0000	0.0000
40516	0.0000	0.0000	0.0000
40517	2.0000	1.4184	1.4514
40518	2.0000	1.4184	1.4514
40519	0.0000	0.0000	0.0000
40520	0.0000	0.0000	0.0000
40521	2.0000	1.4184	1.4514
40522	0.0000	0.0000	0.0000
40523	2.0000	1.4184	1.4514
40524	0.0000	0.0000	0.0000
40525	2.0000	1.4184	1.4514
40526	2.0000	1.4184	1.4514
40527	0.0000	0.0000	0.0000
40528	0.0000	0.0000	0.0000
40529	2.0000	1.4184	1.4514
40530	2.0000	1.4184	1.4514
40531	2.0000	1.4184	1.4514
40532	2.0000	1.4184	1.4514
40533	2.0000	1.4184	1.4514
40534	0.0000	0.0000	0.0000
40535	0.0000	0.0000	0.0000
40536	0.0000	0.0000	0.0000
40537	2.0000	1.4184	1.4514
40538	2.0000	1.4184	1.4514
40539	0.0000	0.0000	0.0000
40540	2.0000	1.4184	1.4514
40541	2.0000	1.4184	1.4514
40542	2.0000	1.4184	1.4514
40543	2.0000	1.4184	1.4514
40544	0.0000	0.0000	0.0000
40545	2.0000	1.4184	1.4514
40546	0.0000	0.0000	0.0000
40547	0.0000	0.0000	0.0000
40548	0.0000	0.0000	0.0000
40549	2.0000	1.4184	1.4514
40550	0.0000	0.0000	0.0000
40551	2.0000	1.4184	1.4514
40552	2.0000	1.4184	1.4514
40553	2.0000	1.4184	1.4514
40554	2.0000	1.4184	1.4514
40555	0.0000	0.0000	0.0000
40556	2.0000	1.4184	1.4514
40557	2.0000	1.4184	1.4514
40558	2.0000	1.4184	1.4514
40559	2.0000	1.4184	1.4514
40560	2.0000	1.4184	1.4514
40561	0.0000	0.0000	0.0000
40562	0.0000	0.0000	0.0000
40563	2.0000	1.4184	1.4514
40564	0.0000	0.0000	0.0000
40565	0.0000	0.0000	0.0000
40566	2.0000	1.4184	1.4514
40567	0.0000	0.0000	0.0000
40568	2.0000	1.4184	1.4514
40569	0.0000	0.0000	0.0000
40570	2.0000	1.4184	1.4514
40571	2.0000	1.4184	1.4514
40572	0.0000	0.0000	0.0000
40573	2.0000	1.4184	1.4514
40574	2.0000	1.4184	1.4514
40575	2.0000	1.4184	1.4514
40576	0.0000	0.0000	0.0000
40577	2.0000	1.4184	1.4514
40578	2.0000	1.4184	1.4514
40579	2.0000	1.4184	1.4514
40580	2.0000	1.4184	1.4514
40581	2.0000	1.4184	1.4514
40582	2.0000	1.4184	1.4514
40583	2.0000	1.4184	1.4514
40584	0.0000	0.0000	0.0000
40585	2.0000	1.4184	1.4514
40586	2.0000	1.4184	1.4514
40587	2.0000	1.4184	1.4514
40588	0.0000	0.0000	0.0000
40589	0.0000	0.0000	0.0000
40590	2.0000	1.4184	1.4514
40591	0.0000	0.0000	0.0000
40592	2.0000	1.4184	1.4514
40593	2.0000	1.4184	1.4514
40594	2.0000	1.4184	1.4514
40595	0.0000	0.0000	0.0000
40596	2.0000	1.4184	1.4514
40597	2.0000	1.4184	1.4514
40598	2.0000	1.4184	1.4514
40599	2.0000	1.4184	1.4514
40600	2.0000	1.4184	1.4514
40601	2.0000	1.4184	1.4514
40602	2.0000	1.4184	1.4514
40603	0.0000	0.0000	0.0000
40604	0.0000	0.0000	0.0000
40605	2.0000	1.4184	1.4514
40606	0.0000	0.0000	0.0000
40607	2.0000	1.4184	1.4514
40608	0.0000	0.0000	0.0000
40609	0.0000	0.0000	0.0000
40610	2.0000	1.4184	1.4514
40611	2.0000	1.4184	1.4514
40612	2.0000	1.4184	1.4514
40613	2.0000	1.4184	1.4514
40614	2.0000	1.4184	1.4514
40615	2.0000	1.4184	1.4514
40616	2.0000	1.4184	1.4514
40617	2.0000	1.4184	1.4514
40618	0.0000	0.0000	0.0000
40619	2.0000	1.4184	1.4514
40620	2.0000	1.4184	1.4514
40621	2.0000	1.4184	1.4514
40622	2.0000	1.4184	1.4514
40623	0.0000	0.0000	0.0000
40624	2.0000	1.4184	1.4514
40625	2.0000	1.4184	1.4514
40626	2.0000	1.4184	1.4514
40627	2.0000	1.4184	1.4514
40628	2.0000	1.4184	1.4514
40629	0.0000	0.0000	0.0000
40630	2.0000	1.4184	1.4514
40631	2.0000	1.4184	1.4514
40632	2.0000	1.4184	1.4514
40633	2.0000	1.4184	1.4514
40634	2.0000	1.4184	1.4514
40635	2.0000	1.4184	1.4514
40636	0.0000	0.0000	0.0000
40637	2.0000	1.4184	1.4514
40638	2.0000	1.4184	1.4514
40639	0.0000	0.0000	0.0000
40640	2.0000	1.4184	1.4514
40641	2.0000	1.4184	1.4514
40642	0.0000	0.0000	0.0000
40643	2.0000	1.4184	1.4514
40644	2.0000	1.4184	1.4514
40645	2.0000	1.4184	1.4514
40646	2.0000	1.4184	1.4514
40647	2.0000	1.4184	1.4514
40648	0.0000	0.0000	0.0000
40649	0.0000	0.0000	0.0000
40650	2.0000	1.4184	1.4514
40651	2.0000	1.4184	1.4514
40652	0.0000	0.0000	0.0000
40653	2.0000	1.4184	1.4514
40654	2.0000	1.4184	1.4514
40655	0.0000	0.0000	0.0000
40656	0.0000	0.0000	0.0000
40657	2.0000	1.4184	1.4514
40658	2.0000	1.4184	1.4514
40659	0.0000	0.0000	0.0000
40660	2.0000	1.4184	1.4514
40661	0.0000	0.0000	0.0000
40662	2.0000	1.4184	1.4514
40663	0.0000	0.0000	0.0000
40664	0.0000	0.0000	0.0000
40665	2.0000	1.4184	1.4514
40666	0.0000	0.0000	0.0000
40667	2.0000	1.4184	1.4514
40668	2.0000	1.4184	1.4514
40669	2.0000	1.4184	1.4514
40670	2.0000	1.4184	1.4514
40671	2.0000	1.4184	1.4514
40672	2.0000	1.4184	1.4514
40673	2.0000	1.4184	1.4514
40674	0.0000	0.0000	0.0000
40675	2.0000	1.4184	1.4514
40676	2.0000	1.4184	1.4514
40677	2.0000	1.4184	1.4514
40678	0.0000	0.0000	0.0000
40679	0.0000	0.0000	0.0000
40680	2.0000	1.4184	1.4514
40681	2.0000	1.4184	1.4514
40682	2.0000	1.4184	1.4514
40683	2.0000	1.4184	1.4514
40684	0.0000	0.0000	0.0000
40685	0.0000	0.0000	0.0000
40686	2.0000	1.4184	1.4514
40687	2.0000	1.4184	1.4514
40688	2.0000	1.4184	1.4514
40689	2.0000	1.4184	1.4514
40690	0.0000	0.0000	0.0000
40691	2.0000	1.4184	1.4514
40692	2.0000	1.4184	1.4514
40693	0.0000	0.0000	0.0000
40694	2.0000	1.4184	1.4514
40695	0.0000	0.0000	0.0000
40696	0.0000	0.0000	0.0000
40697	0.0000	0.0000	0.0000
40698	0.0000	0.0000	0.0000
40699	2.0000	1.4184	1.4514
40700	2.0000	1.4184	1.4514
40701	2.0000	1.4184	1.4514
40702	2.0000	1.4184	1.4514
40703	2.0000	1.4184	1.4514
40704	2.0000	1.4184	1.4514
40705	2.0000	1.4184	1.4514
40706	2.0000	1.4184	1.4514
40707	0.0000	0.0000	0.0000
40708	2.0000	1.4184	1.4514
40709	0.0000	0.0000	0.0000
40710	2.0000	1.4184	1.4514
40711	2.0000	1.4184	1.4514
40712	2.0000	1.4184	1.4514
40713	0.0000	0.0000	0.0000
40714	2.0000	1.4184	1.4514
40715	2.0000	1.4184	1.4514
40716	2.0000	1.4184	1.4514
40717	0.0000	0.0000	0.0000
40718	2.0000	1.4184	1.4514
40719	0.0000	0.0000	0.0000
40720	2.0000	1.4184	1.4514
40721	2.0000	1.4184	1.4514
40722	2.0000	1.4184	1.4514
40723	2.0000	1.4184	1.4514
40724	2.0000	1.4184	1.4514
40725	0.0000	0.0000	0.0000
40726	0.0000	0.0000	0.0000
40727	2.0000	1.4184	1.4514
40728	2.0000	1.4184	1.4514
40729	2.0000	1.4184	1.4514
40730	2.0000	1.4184	1.4514
40731	0.0000	0.0000	0.0000
40732	0.0000	0.0000	0.0000
40733	2.0000	1.4184	1.4514
40734	0.0000	0.0000	0.0000
40735	2.0000	1.4184	1.4514
40736	0.0000	0.0000	0.0000
40737	0.0000	0.0000	0.0000
40738	0.0000	0.0000	0.0000
40739	0.0000	0.0000	0.0000
40740	2.0000	1.4184	1.4514
40741	2.0000	1.4184	1.4514
40742	0.0000	0.0000	0.0000
40743	0.0000	0.0000	0.0000
40744	2.0000	1.4184	1.4514
40745	2.0000	1.4184	1.4514
40746	0.0000	0.0000	0.0000
40747	2.0000	1.4184	1.4514
40748	0.0000	0.0000	0.0000
40749	2.0000	1.4184	1.4514
40750	2.0000	1.4184	1.4514
40751	2.0000	1.4184	1.4514
40752	2.0000	1.4184	1.4514
40753	0.0000	0.0000	0.0000
40754	0.0000	0.0000	0.0000
40755	2.0000	1.4184	1.4514
40756	0.0000	0.0000	0.0000
40757	0.0000	0.0000	0.0000
40758	2.0000	1.4184	1.4514
40759	2.0000	1.4184	1.4514
40760	2.0000	1.4184	1.4514
40761	2.0000	1.4184	1.4514
40762	2.0000	1.4184	1.4514
40763	2.0000	1.4184	1.4514
40764	2.0000	1.4184	1.4514
40765	0.0000	0.0000	0.0000
40766	2.0000	1.4184	1.4514
40767	2.0000	1.4184	1.4514
40768	0.0000	0.0000	0.0000
40769	2.0000	1.4184	1.4514
40770	2.0000	1.4184	1.4514
40771	2.0000	1.4184	1.4514
40772	2.0000	1.4184	1.4514
40773	2.0000	1.4184	1.4514
40774	2.0000	1.4184	1.4514
40775	2.0000	1.4184	1.4514
40776	0.0000	0.0000	0.0000
40777	2.0000	1.4184	1.4514
40778	2.0000	1.4184	1.4514
40779	2.0000	1.4184	1.4514
40780	2.0000	1.4184	1.4514
40781	2.0000	1.4184	1.4514
40782	2.0000	1.4184	1.4514
40783	2.0000	1.4184	1.4514
40784	0.0000	0.0000	0.0000
40785	0.0000	0.0000	0.0000
40786	0.0000	0.0000	0.0000
40787	2.0000	1.4184	1.4514
40788	2.0000	1.4184	1.4514
40789	0.0000	0.0000	0.0000
40790	0.0000	0.0000	0.0000
40791	0.0000	0.0000	0.0000
40792	2.0000	1.4184	1.4514
40793	2.0000	1.4184	1.4514
40794	2.0000	1.4184	1.4514
40795	0.0000	0.0000	0.0000
40796	2.0000	1.4184	1.4514
40797	2.0000	1.4184	1.4514
40798	2.0000	1.4184	1.4514
40799	0.0000	0.0000	0.0000
40800	2.0000	1.4184	1.4514
40801	0.0000	0.0000	0.0000
40802	2.0000	1.4184	1.4514
40803	0.0000	0.0000	0.0000
40804	2.0000	1.4184	1.4514
40805	2.0000	1.4184	1.4514
40806	2.0000	1.4184	1.4514
40807	0.0000	0.0000	0.0000
40808	2.0000	1.4184	1.4514
40809	2.0000	1.4184	1.4514
40810	2.0000	1.4184	1.4514
40811	2.0000	1.4184	1.4514
40812	0.0000	0.0000	0.0000
40813	2.0000	1.4184	1.4514
40814	2.0000	1.4184	1.4514
40815	2.0000	1.4184	1.4514
40816	0.0000	0.0000	0.0000
40817	2.0000	1.4184	1.4514
40818	2.0000	1.4184	1.4514
40819	2.0000	1.4184	1.4514
40820	2.0000	1.4184	1.4514
40821	0.0000	0.0000	0.0000
40822	2.0000	1.4184	1.4514
40823	0.0000	0.0000	0.0000
40824	0.0000	0.0000	0.0000
40825	2.0000	1.4184	1.4514
40826	0.0000	0.0000	0.0000
40827	2.0000	1.4184	1.4514
40828	0.0000	0.0000	0.0000
40829	2.0000	1.4184	1.4514
40830	0.0000	0.0000	0.0000
40831	0.0000	0.0000	0.0000
40832	0.0000	0.0000	0.0000
40833	2.0000	1.4184	1.4514
40834	2.0000	1.4184	1.4514
40835	2.0000	1.4184	1.4514
40836	2.0000	1.4184	1.4514
40837	0.0000	0.0000	0.0000
40838	2.0000	1.4184	1.4514
40839	2.0000	1.4184	1.4514
40840	0.0000	0.0000	0.0000
40841	0.0000	0.0000	0.0000
40842	0.0000	0.0000	0.0000
40843	0.0000	0.0000	0.0000
40844	2.0000	1.4184	1.4514
40845	2.0000	1.4184	1.4514
40846	0.0000	0.0000	0.0000
40847	0.0000	0.0000	0.0000
40848	2.0000	1.4184	1.4514
40849	0.0000	0.0000	0.0000
40850	2.0000	1.4184	1.4514
40851	0.0000	0.0000	0.0000
40852	0.0000	0.0000	0.0000
40853	2.0000	1.4184	1.4514
40854	2.0000	1.4184	1.4514
40855	2.0000	1.4184	1.4514
40856	2.0000	1.4184	1.4514
40857	2.0000	1.4184	1.4514
40858	0.0000	0.0000	0.0000
40859	2.0000	1.4184	1.4514
40860	2.0000	1.4184	1.4514
40861	0.0000	0.0000	0.0000
40862	0.0000	0.0000	0.0000
40863	2.0000	1.4184	1.4514
40864	2.0000	1.4184	1.4514
40865	2.0000	1.4184	1.4514
40866	0.0000	0.0000	0.0000
40867	2.0000	1.4184	1.4514
40868	2.0000	1.4184	1.4514
40869	2.0000	1.4184	1.4514
40870	2.0000	1.4184	1.4514
40871	2.0000	1.4184	1.4514
40872	2.0000	1.4184	1.4514
40873	2.0000	1.4184	1.4514
40874	2.0000	1.4184	1.4514
40875	2.0000	1.4184	1.4514
40876	0.0000	0.0000	0.0000
40877	2.0000	1.4184	1.4514
40878	2.0000	1.4184	1.4514
40879	0.0000	0.0000	0.0000
40880	2.0000	1.4184	1.4514
40881	2.0000	1.4184	1.4514
40882	2.0000	1.4184	1.4514
40883	2.0000	1.4184	1.4514
40884	0.0000	0.0000	0.0000
40885	2.0000	1.4184	1.4514
40886	2.0000	1.4184	1.4514
40887	2.0000	1.4184	1.4514
40888	0.0000	0.0000	0.0000
40889	0.0000	0.0000	0.0000
40890	0.0000	0.0000	0.0000
40891	0.0000	0.0000	0.0000
40892	2.0000	1.4184	1.4514
40893	2.0000	1.4184	1.4514
40894	2.0000	1.4184	1.4514
40895	0.0000	0.0000	0.0000
40896	2.0000	1.4184	1.4514
40897	2.0000	1.4184	1.4514
40898	0.0000	0.0000	0.0000
40899	0.0000	0.0000	0.0000
40900	0.0000	0.0000	0.0000
40901	0.0000	0.0000	0.0000
40902	2.0000	1.4184	1.4514
40903	0.0000	0.0000	0.0000
40904	2.0000	1.4184	1.4514
40905	0.0000	0.0000	0.0000
40906	2.0000	1.4184	1.4514
40907	0.0000	0.0000	0.0000
40908	0.0000	0.0000	0.0000
40909	2.0000	1.4184	1.4514
40910	2.0000	1.4184	1.4514
40911	2.0000	1.4184	1.4514
40912	0.0000	0.0000	0.0000
40913	2.0000	1.4184	1.4514
40914	2.0000	1.4184	1.4514
40915	2.0000	1.4184	1.4514
40916	0.0000	0.0000	0.0000
40917	2.0000	1.4184	1.4514
40918	2.0000	1.4184	1.4514
40919	0.0000	0.0000	0.0000
40920	0.0000	0.0000	0.0000
40921	0.0000	0.0000	0.0000
40922	2.0000	1.4184	1.4514
40923	0.0000	0.0000	0.0000
40924	2.0000	1.4184	1.4514
40925	0.0000	0.0000	0.0000
40926	0.0000	0.0000	0.0000
40927	2.0000	1.4184	1.4514
40928	0.0000	0.0000	0.0000
40929	2.0000	1.4184	1.4514
40930	0.0000	0.0000	0.0000
40931	2.0000	1.4184	1.4514
40932	2.0000	1.4184	1.4514
40933	2.0000	1.4184	1.4514
40934	2.0000	1.4184	1.4514
40935	2.0000	1.4184	1.4514
40936	0.0000	0.0000	0.0000
40937	2.0000	1.4184	1.4514
40938	2.0000	1.4184	1.4514
40939	2.0000	1.4184	1.4514
40940	0.0000	0.0000	0.0000
40941	2.0000	1.4184	1.4514
40942	2.0000	1.4184	1.4514
40943	2.0000	1.4184	1.4514
40944	2.0000	1.4184	1.4514
40945	0.0000	0.0000	0.0000
40946	2.0000	1.4184	1.4514
40947	0.0000	0.0000	0.0000
40948	2.0000	1.4184	1.4514
40949	0.0000	0.0000	0.0000
40950	0.0000	0.0000	0.0000
40951	0.0000	0.0000	0.0000
40952	2.0000	1.4184	1.4514
40953	2.0000	1.4184	1.4514
40954	0.0000	0.0000	0.0000
40955	0.0000	0.0000	0.0000
40956	2.0000	1.4184	1.4514
40957	2.0000	1.4184	1.4514
40958	0.0000	0.0000	0.0000
40959	2.0000	1.4184	1.4514
40960	2.0000	1.4184	1.4514
40961	2.0000	1.4184	1.4514
40962	2.0000	1.4184	1.4514
40963	2.0000	1.4184	1.4514
40964	2.0000	1.4184	1.4514
40965	2.0000	1.4184	1.4514
40966	2.0000	1.4184	1.4514
40967	2.0000	1.4184	1.4514
40968	0.0000	0.0000	0.0000
40969	2.0000	1.4184	1.4514
40970	2.0000	1.4184	1.4514
40971	2.0000	1.4184	1.4514
40972	2.0000	1.4184	1.4514
40973	0.0000	0.0000	0.0000
40974	2.0000	1.4184	1.4514
40975	2.0000	1.4184	1.4514
40976	2.0000	1.4184	1.4514
40977	2.0000	1.4184	1.4514
40978	2.0000	1.4184	1.4514
40979	0.0000	0.0000	0.0000
40980	0.0000	0.0000	0.0000
40981	0.0000	0.0000	0.0000
40982	0.0000	0.0000	0.0000
40983	2.0000	1.4184	1.4514
40984	2.0000	1.4184	1.4514
40985	2.0000	1.4184	1.4514
40986	0.0000	0.0000	0.0000
40987	0.0000	0.0000	0.0000
40988	2.0000	1.4184	1.4514
40989	2.0000	1.4184	1.4514
40990	2.0000	1.4184	1.4514
40991	2.0000	1.4184	1.4514
40992	2.0000	1.4184	1.4514
40993	0.0000	0.0000	0.0000
40994	0.0000	0.0000	0.0000
40995	0.0000	0.0000	0.0000
40996	0.0000	0.0000	0.0000
40997	2.0000	1.4184	1.4514
40998	2.0000	1.4184	1.4514
40999	2.0000	1.4184	1.4514
41000	2.0000	1.4184	1.4514
41001	0.0000	0.0000	0.0000
41002	2.0000	1.4184	1.4514
41003	2.0000	1.4184	1.4514
41004	2.0000	1.4184	1.4514
41005	0.0000	0.0000	0.0000
41006	2.0000	1.4184	1.4514
41007	2.0000	1.4184	1.4514
41008	0.0000	0.0000	0.0000
41009	0.0000	0.0000	0.0000
41010	2.0000	1.4184	1.4514
41011	0.0000	0.0000	0.0000
41012	2.0000	1.4184	1.4514
41013	2.0000	1.4184	1.4514
41014	2.0000	1.4184	1.4514
41015	2.0000	1.4184	1.4514
41016	2.0000	1.4184	1.4514
41017	2.0000	1.4184	1.4514
41018	2.0000	1.4184	1.4514
41019	2.0000	1.4184	1.4514
41020	2.0000	1.4184	1.4514
