Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
32808	1.0000	1.4184	1.4514
32809	0.0000	0.0000	0.0000
32810	1.0000	1.4184	1.4514
32811	1.0000	1.4184	1.4514
32812	1.0000	1.4184	1.4514
32813	0.0000	0.0000	0.0000
32814	1.0000	1.4184	1.4514
32815	1.0000	1.4184	1.4514
32816	1.0000	1.4184	1.4514
32817	1.0000	1.4184	1.4514
32818	1.0000	1.4184	1.4514
32819	1.0000	1.4184	1.4514
32820	1.0000	1.4184	1.4514
32821	0.0000	0.0000	0.0000
32822	0.0000	0.0000	0.0000
32823	0.0000	0.0000	0.0000
32824	0.0000	0.0000	0.0000
32825	0.0000	0.0000	0.0000
32826	1.0000	1.4184	1.4514
32827	1.0000	1.4184	1.4514
32828	1.0000	1.4184	1.4514
32829	1.0000	1.4184	1.4514
32830	1.0000	1.4184	1.4514
32831	1.0000	1.4184	1.4514
32832	1.0000	1.4184	1.4514
32833	1.0000	1.4184	1.4514
32834	1.0000	1.4184	1.4514
32835	1.0000	1.4184	1.4514
32836	0.0000	0.0000	0.0000
32837	0.0000	0.0000	0.0000
32838	1.0000	1.4184	1.4514
32839	1.0000	1.4184	1.4514
32840	0.0000	0.0000	0.0000
32841	1.0000	1.4184	1.4514
32842	1.0000	1.4184	1.4514
32843	1.0000	1.4184	1.4514
32844	0.0000	0.0000	0.0000
32845	0.0000	0.0000	0.0000
32846	0.0000	0.0000	0.0000
32847	0.0000	0.0000	0.0000
32848	1.0000	1.4184	1.4514
32849	1.0000	1.4184	1.4514
32850	0.0000	0.0000	0.0000
32851	0.0000	0.0000	0.0000
32852	1.0000	1.4184	1.4514
32853	0.0000	0.0000	0.0000
32854	1.0000	1.4184	1.4514
32855	1.0000	1.4184	1.4514
32856	0.0000	0.0000	0.0000
32857	0.0000	0.0000	0.0000
32858	0.0000	0.0000	0.0000
32859	0.0000	0.0000	0.0000
32860	0.0000	0.0000	0.0000
32861	0.0000	0.0000	0.0000
32862	0.0000	0.0000	0.0000
32863	1.0000	1.4184	1.4514
32864	0.0000	0.0000	0.0000
32865	1.0000	1.4184	1.4514
32866	0.0000	0.0000	0.0000
32867	1.0000	1.4184	1.4514
32868	1.0000	1.4184	1.4514
32869	1.0000	1.4184	1.4514
32870	1.0000	1.4184	1.4514
32871	1.0000	1.4184	1.4514
32872	1.0000	1.4184	1.4514
32873	0.0000	0.0000	0.0000
32874	1.0000	1.4184	1.4514
32875	1.0000	1.4184	1.4514
32876	0.0000	0.0000	0.0000
32877	1.0000	1.4184	1.4514
32878	1.0000	1.4184	1.4514
32879	0.0000	0.0000	0.0000
32880	1.0000	1.4184	1.4514
32881	0.0000	0.0000	0.0000
32882	1.0000	1.4184	1.4514
32883	1.0000	1.4184	1.4514
32884	1.0000	1.4184	1.4514
32885	1.0000	1.4184	1.4514
32886	0.0000	0.0000	0.0000
32887	1.0000	1.4184	1.4514
32888	1.0000	1.4184	1.4514
32889	1.0000	1.4184	1.4514
32890	0.0000	0.0000	0.0000
32891	1.0000	1.4184	1.4514
32892	0.0000	0.0000	0.0000
32893	1.0000	1.4184	1.4514
32894	0.0000	0.0000	0.0000
32895	1.0000	1.4184	1.4514
32896	1.0000	1.4184	1.4514
32897	0.0000	0.0000	0.0000
32898	0.0000	0.0000	0.0000
32899	1.0000	1.4184	1.4514
32900	1.0000	1.4184	1.4514
32901	1.0000	1.4184	1.4514
32902	1.0000	1.4184	1.4514
32903	0.0000	0.0000	0.0000
32904	1.0000	1.4184	1.4514
32905	1.0000	1.4184	1.4514
32906	1.0000	1.4184	1.4514
32907	0.0000	0.0000	0.0000
32908	0.0000	0.0000	0.0000
32909	1.0000	1.4184	1.4514
32910	1.0000	1.4184	1.4514
32911	1.0000	1.4184	1.4514
32912	1.0000	1.4184	1.4514
32913	1.0000	1.4184	1.4514
32914	0.0000	0.0000	0.0000
32915	1.0000	1.4184	1.4514
32916	1.0000	1.4184	1.4514
32917	0.0000	0.0000	0.0000
32918	1.0000	1.4184	1.4514
32919	0.0000	0.0000	0.0000
32920	1.0000	1.4184	1.4514
32921	1.0000	1.4184	1.4514
32922	0.0000	0.0000	0.0000
32923	1.0000	1.4184	1.4514
32924	1.0000	1.4184	1.4514
32925	0.0000	0.0000	0.0000
32926	1.0000	1.4184	1.4514
32927	1.0000	1.4184	1.4514
32928	1.0000	1.4184	1.4514
32929	1.0000	1.4184	1.4514
32930	1.0000	1.4184	1.4514
32931	1.0000	1.4184	1.4514
32932	0.0000	0.0000	0.0000
32933	1.0000	1.4184	1.4514
32934	1.0000	1.4184	1.4514
32935	1.0000	1.4184	1.4514
32936	1.0000	1.4184	1.4514
32937	1.0000	1.4184	1.4514
32938	0.0000	0.0000	0.0000
32939	0.0000	0.0000	0.0000
32940	0.0000	0.0000	0.0000
32941	1.0000	1.4184	1.4514
32942	1.0000	1.4184	1.4514
32943	1.0000	1.4184	1.4514
32944	0.0000	0.0000	0.0000
32945	1.0000	1.4184	1.4514
32946	0.0000	0.0000	0.0000
32947	0.0000	0.0000	0.0000
32948	1.0000	1.4184	1.4514
32949	1.0000	1.4184	1.4514
32950	1.0000	1.4184	1.4514
32951	0.0000	0.0000	0.0000
32952	1.0000	1.4184	1.4514
32953	1.0000	1.4184	1.4514
32954	1.0000	1.4184	1.4514
32955	1.0000	1.4184	1.4514
32956	1.0000	1.4184	1.4514
32957	1.0000	1.4184	1.4514
32958	1.0000	1.4184	1.4514
32959	1.0000	1.4184	1.4514
32960	1.0000	1.4184	1.4514
32961	1.0000	1.4184	1.4514
32962	1.0000	1.4184	1.4514
32963	1.0000	1.4184	1.4514
32964	1.0000	1.4184	1.4514
32965	1.0000	1.4184	1.4514
32966	0.0000	0.0000	0.0000
32967	1.0000	1.4184	1.4514
32968	1.0000	1.4184	1.4514
32969	0.0000	0.0000	0.0000
32970	1.0000	1.4184	1.4514
32971	1.0000	1.4184	1.4514
32972	0.0000	0.0000	0.0000
32973	1.0000	1.4184	1.4514
32974	1.0000	1.4184	1.4514
32975	1.0000	1.4184	1.4514
32976	0.0000	0.0000	0.0000
32977	0.0000	0.0000	0.0000
32978	1.0000	1.4184	1.4514
32979	1.0000	1.4184	1.4514
32980	1.0000	1.4184	1.4514
32981	0.0000	0.0000	0.0000
32982	0.0000	0.0000	0.0000
32983	1.0000	1.4184	1.4514
32984	1.0000	1.4184	1.4514
32985	1.0000	1.4184	1.4514
32986	1.0000	1.4184	1.4514
32987	1.0000	1.4184	1.4514
32988	0.0000	0.0000	0.0000
32989	0.0000	0.0000	0.0000
32990	0.0000	0.0000	0.0000
32991	1.0000	1.4184	1.4514
32992	1.0000	1.4184	1.4514
32993	0.0000	0.0000	0.0000
32994	1.0000	1.4184	1.4514
32995	0.0000	0.0000	0.0000
32996	0.0000	0.0000	0.0000
32997	1.0000	1.4184	1.4514
32998	0.0000	0.0000	0.0000
32999	1.0000	1.4184	1.4514
33000	1.0000	1.4184	1.4514
33001	0.0000	0.0000	0.0000
33002	1.0000	1.4184	1.4514
33003	1.0000	1.4184	1.4514
33004	1.0000	1.4184	1.4514
33005	1.0000	1.4184	1.4514
33006	1.0000	1.4184	1.4514
33007	0.0000	0.0000	0.0000
33008	1.0000	1.4184	1.4514
33009	0.0000	0.0000	0.0000
33010	1.0000	1.4184	1.4514
33011	1.0000	1.4184	1.4514
33012	1.0000	1.4184	1.4514
33013	1.0000	1.4184	1.4514
33014	1.0000	1.4184	1.4514
33015	1.0000	1.4184	1.4514
33016	1.0000	1.4184	1.4514
33017	0.0000	0.0000	0.0000
33018	1.0000	1.4184	1.4514
33019	0.0000	0.0000	0.0000
33020	1.0000	1.4184	1.4514
33021	1.0000	1.4184	1.4514
33022	1.0000	1.4184	1.4514
33023	1.0000	1.4184	1.4514
33024	1.0000	1.4184	1.4514
33025	0.0000	0.0000	0.0000
33026	0.0000	0.0000	0.0000
33027	1.0000	1.4184	1.4514
33028	1.0000	1.4184	1.4514
33029	1.0000	1.4184	1.4514
33030	0.0000	0.0000	0.0000
33031	0.0000	0.0000	0.0000
33032	1.0000	1.4184	1.4514
33033	0.0000	0.0000	0.0000
33034	0.0000	0.0000	0.0000
33035	1.0000	1.4184	1.4514
33036	1.0000	1.4184	1.4514
33037	1.0000	1.4184	1.4514
33038	1.0000	1.4184	1.4514
33039	1.0000	1.4184	1.4514
33040	0.0000	0.0000	0.0000
33041	1.0000	1.4184	1.4514
33042	1.0000	1.4184	1.4514
33043	1.0000	1.4184	1.4514
33044	1.0000	1.4184	1.4514
33045	0.0000	0.0000	0.0000
33046	1.0000	1.4184	1.4514
33047	1.0000	1.4184	1.4514
33048	0.0000	0.0000	0.0000
33049	1.0000	1.4184	1.4514
33050	1.0000	1.4184	1.4514
33051	1.0000	1.4184	1.4514
33052	1.0000	1.4184	1.4514
33053	1.0000	1.4184	1.4514
33054	1.0000	1.4184	1.4514
33055	1.0000	1.4184	1.4514
33056	1.0000	1.4184	1.4514
33057	1.0000	1.4184	1.4514
33058	1.0000	1.4184	1.4514
33059	1.0000	1.4184	1.4514
33060	0.0000	0.0000	0.0000
33061	1.0000	1.4184	1.4514
33062	0.0000	0.0000	0.0000
33063	0.0000	0.0000	0.0000
33064	1.0000	1.4184	1.4514
33065	1.0000	1.4184	1.4514
33066	1.0000	1.4184	1.4514
33067	0.0000	0.0000	0.0000
33068	1.0000	1.4184	1.4514
33069	1.0000	1.4184	1.4514
33070	1.0000	1.4184	1.4514
33071	1.0000	1.4184	1.4514
33072	1.0000	1.4184	1.4514
33073	1.0000	1.4184	1.4514
33074	0.0000	0.0000	0.0000
33075	1.0000	1.4184	1.4514
33076	0.0000	0.0000	0.0000
33077	1.0000	1.4184	1.4514
33078	1.0000	1.4184	1.4514
33079	1.0000	1.4184	1.4514
33080	0.0000	0.0000	0.0000
33081	1.0000	1.4184	1.4514
33082	1.0000	1.4184	1.4514
33083	0.0000	0.0000	0.0000
33084	1.0000	1.4184	1.4514
33085	1.0000	1.4184	1.4514
33086	1.0000	1.4184	1.4514
33087	1.0000	1.4184	1.4514
33088	1.0000	1.4184	1.4514
33089	1.0000	1.4184	1.4514
33090	1.0000	1.4184	1.4514
33091	0.0000	0.0000	0.0000
33092	1.0000	1.4184	1.4514
33093	0.0000	0.0000	0.0000
33094	0.0000	0.0000	0.0000
33095	1.0000	1.4184	1.4514
33096	1.0000	1.4184	1.4514
33097	1.0000	1.4184	1.4514
33098	1.0000	1.4184	1.4514
33099	1.0000	1.4184	1.4514
33100	1.0000	1.4184	1.4514
33101	1.0000	1.4184	1.4514
33102	1.0000	1.4184	1.4514
33103	0.0000	0.0000	0.0000
33104	0.0000	0.0000	0.0000
33105	0.0000	0.0000	0.0000
33106	1.0000	1.4184	1.4514
33107	0.0000	0.0000	0.0000
33108	1.0000	1.4184	1.4514
33109	1.0000	1.4184	1.4514
33110	0.0000	0.0000	0.0000
33111	0.0000	0.0000	0.0000
33112	1.0000	1.4184	1.4514
33113	1.0000	1.4184	1.4514
33114	1.0000	1.4184	1.4514
33115	1.0000	1.4184	1.4514
33116	1.0000	1.4184	1.4514
33117	1.0000	1.4184	1.4514
33118	1.0000	1.4184	1.4514
33119	1.0000	1.4184	1.4514
33120	0.0000	0.0000	0.0000
33121	0.0000	0.0000	0.0000
33122	1.0000	1.4184	1.4514
33123	1.0000	1.4184	1.4514
33124	1.0000	1.4184	1.4514
33125	0.0000	0.0000	0.0000
33126	1.0000	1.4184	1.4514
33127	1.0000	1.4184	1.4514
33128	1.0000	1.4184	1.4514
33129	1.0000	1.4184	1.4514
33130	1.0000	1.4184	1.4514
33131	0.0000	0.0000	0.0000
33132	1.0000	1.4184	1.4514
33133	1.0000	1.4184	1.4514
33134	1.0000	1.4184	1.4514
33135	1.0000	1.4184	1.4514
33136	1.0000	1.4184	1.4514
33137	1.0000	1.4184	1.4514
33138	0.0000	0.0000	0.0000
33139	0.0000	0.0000	0.0000
33140	1.0000	1.4184	1.4514
33141	0.0000	0.0000	0.0000
33142	1.0000	1.4184	1.4514
33143	1.0000	1.4184	1.4514
33144	0.0000	0.0000	0.0000
33145	1.0000	1.4184	1.4514
33146	1.0000	1.4184	1.4514
33147	0.0000	0.0000	0.0000
33148	0.0000	0.0000	0.0000
33149	0.0000	0.0000	0.0000
33150	1.0000	1.4184	1.4514
33151	1.0000	1.4184	1.4514
33152	0.0000	0.0000	0.0000
33153	0.0000	0.0000	0.0000
33154	1.0000	1.4184	1.4514
33155	1.0000	1.4184	1.4514
33156	1.0000	1.4184	1.4514
33157	0.0000	0.0000	0.0000
33158	0.0000	0.0000	0.0000
33159	1.0000	1.4184	1.4514
33160	1.0000	1.4184	1.4514
33161	0.0000	0.0000	0.0000
33162	1.0000	1.4184	1.4514
33163	1.0000	1.4184	1.4514
33164	0.0000	0.0000	0.0000
33165	1.0000	1.4184	1.4514
33166	1.0000	1.4184	1.4514
33167	1.0000	1.4184	1.4514
33168	1.0000	1.4184	1.4514
33169	1.0000	1.4184	1.4514
33170	0.0000	0.0000	0.0000
33171	1.0000	1.4184	1.4514
33172	1.0000	1.4184	1.4514
33173	1.0000	1.4184	1.4514
33174	1.0000	1.4184	1.4514
33175	1.0000	1.4184	1.4514
33176	1.0000	1.4184	1.4514
33177	0.0000	0.0000	0.0000
33178	1.0000	1.4184	1.4514
33179	1.0000	1.4184	1.4514
33180	0.0000	0.0000	0.0000
33181	1.0000	1.4184	1.4514
33182	1.0000	1.4184	1.4514
33183	0.0000	0.0000	0.0000
33184	1.0000	1.4184	1.4514
33185	0.0000	0.0000	0.0000
33186	1.0000	1.4184	1.4514
33187	0.0000	0.0000	0.0000
33188	1.0000	1.4184	1.4514
33189	1.0000	1.4184	1.4514
33190	1.0000	1.4184	1.4514
33191	1.0000	1.4184	1.4514
33192	1.0000	1.4184	1.4514
33193	0.0000	0.0000	0.0000
33194	1.0000	1.4184	1.4514
33195	1.0000	1.4184	1.4514
33196	0.0000	0.0000	0.0000
33197	1.0000	1.4184	1.4514
33198	1.0000	1.4184	1.4514
33199	1.0000	1.4184	1.4514
33200	1.0000	1.4184	1.4514
33201	0.0000	0.0000	0.0000
33202	1.0000	1.4184	1.4514
33203	1.0000	1.4184	1.4514
33204	0.0000	0.0000	0.0000
33205	1.0000	1.4184	1.4514
33206	1.0000	1.4184	1.4514
33207	1.0000	1.4184	1.4514
33208	1.0000	1.4184	1.4514
33209	1.0000	1.4184	1.4514
33210	1.0000	1.4184	1.4514
33211	1.0000	1.4184	1.4514
33212	1.0000	1.4184	1.4514
33213	1.0000	1.4184	1.4514
33214	0.0000	0.0000	0.0000
33215	1.0000	1.4184	1.4514
33216	0.0000	0.0000	0.0000
33217	1.0000	1.4184	1.4514
33218	0.0000	0.0000	0.0000
33219	1.0000	1.4184	1.4514
33220	0.0000	0.0000	0.0000
33221	0.0000	0.0000	0.0000
33222	1.0000	1.4184	1.4514
33223	1.0000	1.4184	1.4514
33224	0.0000	0.0000	0.0000
33225	0.0000	0.0000	0.0000
33226	0.0000	0.0000	0.0000
33227	0.0000	0.0000	0.0000
33228	1.0000	1.4184	1.4514
33229	0.0000	0.0000	0.0000
33230	1.0000	1.4184	1.4514
33231	0.0000	0.0000	0.0000
33232	1.0000	1.4184	1.4514
33233	1.0000	1.4184	1.4514
33234	0.0000	0.0000	0.0000
33235	1.0000	1.4184	1.4514
33236	1.0000	1.4184	1.4514
33237	0.0000	0.0000	0.0000
33238	1.0000	1.4184	1.4514
33239	1.0000	1.4184	1.4514
33240	0.0000	0.0000	0.0000
33241	1.0000	1.4184	1.4514
33242	0.0000	0.0000	0.0000
33243	0.0000	0.0000	0.0000
33244	0.0000	0.0000	0.0000
33245	1.0000	1.4184	1.4514
33246	1.0000	1.4184	1.4514
33247	1.0000	1.4184	1.4514
33248	0.0000	0.0000	0.0000
33249	1.0000	1.4184	1.4514
33250	1.0000	1.4184	1.4514
33251	0.0000	0.0000	0.0000
33252	1.0000	1.4184	1.4514
33253	1.0000	1.4184	1.4514
33254	1.0000	1.4184	1.4514
33255	1.0000	1.4184	1.4514
33256	0.0000	0.0000	0.0000
33257	0.0000	0.0000	0.0000
33258	1.0000	1.4184	1.4514
33259	1.0000	1.4184	1.4514
33260	0.0000	0.0000	0.0000
33261	1.0000	1.4184	1.4514
33262	1.0000	1.4184	1.4514
33263	1.0000	1.4184	1.4514
33264	1.0000	1.4184	1.4514
33265	1.0000	1.4184	1.4514
33266	1.0000	1.4184	1.4514
33267	1.0000	1.4184	1.4514
33268	0.0000	0.0000	0.0000
33269	1.0000	1.4184	1.4514
33270	1.0000	1.4184	1.4514
33271	1.0000	1.4184	1.4514
33272	1.0000	1.4184	1.4514
33273	0.0000	0.0000	0.0000
33274	0.0000	0.0000	0.0000
33275	1.0000	1.4184	1.4514
33276	0.0000	0.0000	0.0000
33277	1.0000	1.4184	1.4514
33278	1.0000	1.4184	1.4514
33279	0.0000	0.0000	0.0000
33280	1.0000	1.4184	1.4514
33281	1.0000	1.4184	1.4514
33282	1.0000	1.4184	1.4514
33283	1.0000	1.4184	1.4514
33284	1.0000	1.4184	1.4514
33285	1.0000	1.4184	1.4514
33286	1.0000	1.4184	1.4514
33287	1.0000	1.4184	1.4514
33288	1.0000	1.4184	1.4514
33289	0.0000	0.0000	0.0000
33290	1.0000	1.4184	1.4514
33291	1.0000	1.4184	1.4514
33292	1.0000	1.4184	1.4514
33293	1.0000	1.4184	1.4514
33294	1.0000	1.4184	1.4514
33295	1.0000	1.4184	1.4514
33296	1.0000	1.4184	1.4514
33297	1.0000	1.4184	1.4514
33298	1.0000	1.4184	1.4514
33299	0.0000	0.0000	0.0000
33300	0.0000	0.0000	0.0000
33301	1.0000	1.4184	1.4514
33302	0.0000	0.0000	0.0000
33303	1.0000	1.4184	1.4514
33304	0.0000	0.0000	0.0000
33305	1.0000	1.4184	1.4514
33306	1.0000	1.4184	1.4514
33307	1.0000	1.4184	1.4514
33308	1.0000	1.4184	1.4514
33309	1.0000	1.4184	1.4514
33310	1.0000	1.4184	1.4514
33311	0.0000	0.0000	0.0000
33312	1.0000	1.4184	1.4514
33313	1.0000	1.4184	1.4514
33314	1.0000	1.4184	1.4514
33315	0.0000	0.0000	0.0000
33316	0.0000	0.0000	0.0000
33317	1.0000	1.4184	1.4514
33318	1.0000	1.4184	1.4514
33319	1.0000	1.4184	1.4514
33320	0.0000	0.0000	0.0000
33321	0.0000	0.0000	0.0000
33322	1.0000	1.4184	1.4514
33323	0.0000	0.0000	0.0000
33324	1.0000	1.4184	1.4514
33325	1.0000	1.4184	1.4514
33326	0.0000	0.0000	0.0000
33327	1.0000	1.4184	1.4514
33328	1.0000	1.4184	1.4514
33329	1.0000	1.4184	1.4514
33330	0.0000	0.0000	0.0000
33331	0.0000	0.0000	0.0000
33332	1.0000	1.4184	1.4514
33333	1.0000	1.4184	1.4514
33334	0.0000	0.0000	0.0000
33335	1.0000	1.4184	1.4514
33336	1.0000	1.4184	1.4514
33337	1.0000	1.4184	1.4514
33338	1.0000	1.4184	1.4514
33339	1.0000	1.4184	1.4514
33340	1.0000	1.4184	1.4514
33341	0.0000	0.0000	0.0000
33342	1.0000	1.4184	1.4514
33343	1.0000	1.4184	1.4514
33344	1.0000	1.4184	1.4514
33345	0.0000	0.0000	0.0000
33346	0.0000	0.0000	0.0000
33347	1.0000	1.4184	1.4514
33348	0.0000	0.0000	0.0000
33349	1.0000	1.4184	1.4514
33350	1.0000	1.4184	1.4514
33351	1.0000	1.4184	1.4514
33352	1.0000	1.4184	1.4514
33353	1.0000	1.4184	1.4514
33354	1.0000	1.4184	1.4514
33355	1.0000	1.4184	1.4514
33356	1.0000	1.4184	1.4514
33357	0.0000	0.0000	0.0000
33358	1.0000	1.4184	1.4514
33359	1.0000	1.4184	1.4514
33360	0.0000	0.0000	0.0000
33361	1.0000	1.4184	1.4514
33362	1.0000	1.4184	1.4514
33363	0.0000	0.0000	0.0000
33364	1.0000	1.4184	1.4514
33365	1.0000	1.4184	1.4514
33366	1.0000	1.4184	1.4514
33367	1.0000	1.4184	1.4514
33368	0.0000	0.0000	0.0000
33369	0.0000	0.0000	0.0000
33370	0.0000	0.0000	0.0000
33371	0.0000	0.0000	0.0000
33372	1.0000	1.4184	1.4514
33373	1.0000	1.4184	1.4514
33374	1.0000	1.4184	1.4514
33375	0.0000	0.0000	0.0000
33376	1.0000	1.4184	1.4514
33377	0.0000	0.0000	0.0000
33378	0.0000	0.0000	0.0000
33379	1.0000	1.4184	1.4514
33380	1.0000	1.4184	1.4514
33381	0.0000	0.0000	0.0000
33382	1.0000	1.4184	1.4514
33383	1.0000	1.4184	1.4514
33384	1.0000	1.4184	1.4514
33385	0.0000	0.0000	0.0000
33386	0.0000	0.0000	0.0000
33387	1.0000	1.4184	1.4514
33388	1.0000	1.4184	1.4514
33389	1.0000	1.4184	1.4514
33390	1.0000	1.4184	1.4514
33391	1.0000	1.4184	1.4514
33392	1.0000	1.4184	1.4514
33393	1.0000	1.4184	1.4514
33394	0.0000	0.0000	0.0000
33395	1.0000	1.4184	1.4514
33396	1.0000	1.4184	1.4514
33397	1.0000	1.4184	1.4514
33398	1.0000	1.4184	1.4514
33399	1.0000	1.4184	1.4514
33400	0.0000	0.0000	0.0000
33401	1.0000	1.4184	1.4514
33402	1.0000	1.4184	1.4514
33403	0.0000	0.0000	0.0000
33404	1.0000	1.4184	1.4514
33405	1.0000	1.4184	1.4514
33406	0.0000	0.0000	0.0000
33407	1.0000	1.4184	1.4514
33408	1.0000	1.4184	1.4514
33409	1.0000	1.4184	1.4514
33410	0.0000	0.0000	0.0000
33411	0.0000	0.0000	0.0000
33412	1.0000	1.4184	1.4514
33413	1.0000	1.4184	1.4514
33414	1.0000	1.4184	1.4514
33415	0.0000	0.0000	0.0000
33416	0.0000	0.0000	0.0000
33417	1.0000	1.4184	1.4514
33418	1.0000	1.4184	1.4514
33419	1.0000	1.4184	1.4514
33420	1.0000	1.4184	1.4514
33421	1.0000	1.4184	1.4514
33422	1.0000	1.4184	1.4514
33423	1.0000	1.4184	1.4514
33424	0.0000	0.0000	0.0000
33425	1.0000	1.4184	1.4514
33426	1.0000	1.4184	1.4514
33427	1.0000	1.4184	1.4514
33428	0.0000	0.0000	0.0000
33429	1.0000	1.4184	1.4514
33430	1.0000	1.4184	1.4514
33431	0.0000	0.0000	0.0000
33432	1.0000	1.4184	1.4514
33433	0.0000	0.0000	0.0000
33434	1.0000	1.4184	1.4514
33435	0.0000	0.0000	0.0000
33436	1.0000	1.4184	1.4514
33437	1.0000	1.4184	1.4514
33438	0.0000	0.0000	0.0000
33439	1.0000	1.4184	1.4514
33440	1.0000	1.4184	1.4514
33441	0.0000	0.0000	0.0000
33442	0.0000	0.0000	0.0000
33443	0.0000	0.0000	0.0000
33444	1.0000	1.4184	1.4514
33445	0.0000	0.0000	0.0000
33446	0.0000	0.0000	0.0000
33447	1.0000	1.4184	1.4514
33448	1.0000	1.4184	1.4514
33449	1.0000	1.4184	1.4514
33450	1.0000	1.4184	1.4514
33451	1.0000	1.4184	1.4514
33452	0.0000	0.0000	0.0000
33453	1.0000	1.4184	1.4514
33454	0.0000	0.0000	0.0000
33455	1.0000	1.4184	1.4514
33456	1.0000	1.4184	1.4514
33457	0.0000	0.0000	0.0000
33458	0.0000	0.0000	0.0000
33459	0.0000	0.0000	0.0000
33460	1.0000	1.4184	1.4514
33461	1.0000	1.4184	1.4514
33462	1.0000	1.4184	1.4514
33463	1.0000	1.4184	1.4514
33464	0.0000	0.0000	0.0000
33465	1.0000	1.4184	1.4514
33466	1.0000	1.4184	1.4514
33467	0.0000	0.0000	0.0000
33468	0.0000	0.0000	0.0000
33469	0.0000	0.0000	0.0000
33470	1.0000	1.4184	1.4514
33471	0.0000	0.0000	0.0000
33472	1.0000	1.4184	1.4514
33473	0.0000	0.0000	0.0000
33474	1.0000	1.4184	1.4514
33475	0.0000	0.0000	0.0000
33476	0.0000	0.0000	0.0000
33477	1.0000	1.4184	1.4514
33478	1.0000	1.4184	1.4514
33479	0.0000	0.0000	0.0000
33480	0.0000	0.0000	0.0000
33481	0.0000	0.0000	0.0000
33482	1.0000	1.4184	1.4514
33483	1.0000	1.4184	1.4514
33484	0.0000	0.0000	0.0000
33485	1.0000	1.4184	1.4514
33486	1.0000	1.4184	1.4514
33487	1.0000	1.4184	1.4514
33488	1.0000	1.4184	1.4514
33489	0.0000	0.0000	0.0000
33490	1.0000	1.4184	1.4514
33491	1.0000	1.4184	1.4514
33492	1.0000	1.4184	1.4514
33493	1.0000	1.4184	1.4514
33494	1.0000	1.4184	1.4514
33495	0.0000	0.0000	0.0000
33496	1.0000	1.4184	1.4514
33497	0.0000	0.0000	0.0000
33498	1.0000	1.4184	1.4514
33499	1.0000	1.4184	1.4514
33500	0.0000	0.0000	0.0000
33501	1.0000	1.4184	1.4514
33502	1.0000	1.4184	1.4514
33503	0.0000	0.0000	0.0000
33504	0.0000	0.0000	0.0000
33505	1.0000	1.4184	1.4514
33506	0.0000	0.0000	0.0000
33507	1.0000	1.4184	1.4514
33508	1.0000	1.4184	1.4514
33509	1.0000	1.4184	1.4514
33510	0.0000	0.0000	0.0000
33511	0.0000	0.0000	0.0000
33512	0.0000	0.0000	0.0000
33513	0.0000	0.0000	0.0000
33514	1.0000	1.4184	1.4514
33515	1.0000	1.4184	1.4514
33516	0.0000	0.0000	0.0000
33517	1.0000	1.4184	1.4514
33518	1.0000	1.4184	1.4514
33519	0.0000	0.0000	0.0000
33520	1.0000	1.4184	1.4514
33521	1.0000	1.4184	1.4514
33522	0.0000	0.0000	0.0000
33523	1.0000	1.4184	1.4514
33524	0.0000	0.0000	0.0000
33525	1.0000	1.4184	1.4514
33526	0.0000	0.0000	0.0000
33527	1.0000	1.4184	1.4514
33528	1.0000	1.4184	1.4514
33529	1.0000	1.4184	1.4514
33530	1.0000	1.4184	1.4514
33531	1.0000	1.4184	1.4514
33532	1.0000	1.4184	1.4514
33533	0.0000	0.0000	0.0000
33534	1.0000	1.4184	1.4514
33535	1.0000	1.4184	1.4514
33536	1.0000	1.4184	1.4514
33537	1.0000	1.4184	1.4514
33538	1.0000	1.4184	1.4514
33539	1.0000	1.4184	1.4514
33540	1.0000	1.4184	1.4514
33541	1.0000	1.4184	1.4514
33542	1.0000	1.4184	1.4514
33543	0.0000	0.0000	0.0000
33544	1.0000	1.4184	1.4514
33545	1.0000	1.4184	1.4514
33546	1.0000	1.4184	1.4514
33547	1.0000	1.4184	1.4514
33548	1.0000	1.4184	1.4514
33549	0.0000	0.0000	0.0000
33550	1.0000	1.4184	1.4514
33551	1.0000	1.4184	1.4514
33552	0.0000	0.0000	0.0000
33553	1.0000	1.4184	1.4514
33554	1.0000	1.4184	1.4514
33555	0.0000	0.0000	0.0000
33556	1.0000	1.4184	1.4514
33557	1.0000	1.4184	1.4514
33558	1.0000	1.4184	1.4514
33559	1.0000	1.4184	1.4514
33560	1.0000	1.4184	1.4514
33561	1.0000	1.4184	1.4514
33562	1.0000	1.4184	1.4514
33563	0.0000	0.0000	0.0000
33564	1.0000	1.4184	1.4514
33565	1.0000	1.4184	1.4514
33566	1.0000	1.4184	1.4514
33567	0.0000	0.0000	0.0000
33568	1.0000	1.4184	1.4514
33569	1.0000	1.4184	1.4514
33570	0.0000	0.0000	0.0000
33571	1.0000	1.4184	1.4514
33572	1.0000	1.4184	1.4514
33573	0.0000	0.0000	0.0000
33574	0.0000	0.0000	0.0000
33575	1.0000	1.4184	1.4514
33576	1.0000	1.4184	1.4514
33577	1.0000	1.4184	1.4514
33578	1.0000	1.4184	1.4514
33579	0.0000	0.0000	0.0000
33580	0.0000	0.0000	0.0000
33581	1.0000	1.4184	1.4514
33582	1.0000	1.4184	1.4514
33583	1.0000	1.4184	1.4514
