Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
97003	1.0000	1.4184	1.4514
97004	1.0000	1.4184	1.4514
97005	0.0000	0.0000	0.0000
97006	1.0000	1.4184	1.4514
97007	0.0000	0.0000	0.0000
97008	1.0000	1.4184	1.4514
97009	0.0000	0.0000	0.0000
97010	1.0000	1.4184	1.4514
97011	0.0000	0.0000	0.0000
97012	1.0000	1.4184	1.4514
97013	1.0000	1.4184	1.4514
97014	0.0000	0.0000	0.0000
97015	1.0000	1.4184	1.4514
97016	0.0000	0.0000	0.0000
97017	1.0000	1.4184	1.4514
97018	1.0000	1.4184	1.4514
97019	1.0000	1.4184	1.4514
97020	0.0000	0.0000	0.0000
97021	1.0000	1.4184	1.4514
97022	1.0000	1.4184	1.4514
97023	0.0000	0.0000	0.0000
97024	1.0000	1.4184	1.4514
97025	1.0000	1.4184	1.4514
97026	0.0000	0.0000	0.0000
97027	0.0000	0.0000	0.0000
97028	1.0000	1.4184	1.4514
97029	1.0000	1.4184	1.4514
97030	1.0000	1.4184	1.4514
97031	1.0000	1.4184	1.4514
97032	1.0000	1.4184	1.4514
97033	1.0000	1.4184	1.4514
97034	1.0000	1.4184	1.4514
97035	0.0000	0.0000	0.0000
97036	1.0000	1.4184	1.4514
97037	1.0000	1.4184	1.4514
97038	0.0000	0.0000	0.0000
97039	1.0000	1.4184	1.4514
97040	0.0000	0.0000	0.0000
97041	1.0000	1.4184	1.4514
97042	0.0000	0.0000	0.0000
97043	1.0000	1.4184	1.4514
97044	0.0000	0.0000	0.0000
97045	0.0000	0.0000	0.0000
97046	1.0000	1.4184	1.4514
97047	1.0000	1.4184	1.4514
97048	1.0000	1.4184	1.4514
97049	0.0000	0.0000	0.0000
97050	1.0000	1.4184	1.4514
97051	1.0000	1.4184	1.4514
97052	1.0000	1.4184	1.4514
97053	1.0000	1.4184	1.4514
97054	1.0000	1.4184	1.4514
97055	1.0000	1.4184	1.4514
97056	0.0000	0.0000	0.0000
97057	1.0000	1.4184	1.4514
97058	1.0000	1.4184	1.4514
97059	1.0000	1.4184	1.4514
97060	1.0000	1.4184	1.4514
97061	0.0000	0.0000	0.0000
97062	1.0000	1.4184	1.4514
97063	1.0000	1.4184	1.4514
97064	0.0000	0.0000	0.0000
97065	1.0000	1.4184	1.4514
97066	1.0000	1.4184	1.4514
97067	0.0000	0.0000	0.0000
97068	1.0000	1.4184	1.4514
97069	1.0000	1.4184	1.4514
97070	1.0000	1.4184	1.4514
97071	1.0000	1.4184	1.4514
97072	1.0000	1.4184	1.4514
97073	1.0000	1.4184	1.4514
97074	0.0000	0.0000	0.0000
97075	0.0000	0.0000	0.0000
97076	1.0000	1.4184	1.4514
97077	0.0000	0.0000	0.0000
97078	1.0000	1.4184	1.4514
97079	1.0000	1.4184	1.4514
97080	1.0000	1.4184	1.4514
97081	1.0000	1.4184	1.4514
97082	0.0000	0.0000	0.0000
97083	1.0000	1.4184	1.4514
97084	1.0000	1.4184	1.4514
97085	0.0000	0.0000	0.0000
97086	1.0000	1.4184	1.4514
97087	0.0000	0.0000	0.0000
97088	1.0000	1.4184	1.4514
97089	0.0000	0.0000	0.0000
97090	1.0000	1.4184	1.4514
97091	1.0000	1.4184	1.4514
97092	1.0000	1.4184	1.4514
97093	1.0000	1.4184	1.4514
97094	1.0000	1.4184	1.4514
97095	1.0000	1.4184	1.4514
97096	1.0000	1.4184	1.4514
97097	0.0000	0.0000	0.0000
97098	1.0000	1.4184	1.4514
97099	1.0000	1.4184	1.4514
97100	1.0000	1.4184	1.4514
97101	0.0000	0.0000	0.0000
97102	1.0000	1.4184	1.4514
97103	0.0000	0.0000	0.0000
97104	0.0000	0.0000	0.0000
97105	0.0000	0.0000	0.0000
97106	0.0000	0.0000	0.0000
97107	1.0000	1.4184	1.4514
97108	1.0000	1.4184	1.4514
97109	1.0000	1.4184	1.4514
97110	1.0000	1.4184	1.4514
97111	0.0000	0.0000	0.0000
97112	0.0000	0.0000	0.0000
97113	1.0000	1.4184	1.4514
97114	1.0000	1.4184	1.4514
97115	0.0000	0.0000	0.0000
97116	1.0000	1.4184	1.4514
97117	1.0000	1.4184	1.4514
97118	1.0000	1.4184	1.4514
97119	1.0000	1.4184	1.4514
97120	1.0000	1.4184	1.4514
97121	0.0000	0.0000	0.0000
97122	0.0000	0.0000	0.0000
97123	1.0000	1.4184	1.4514
97124	0.0000	0.0000	0.0000
97125	0.0000	0.0000	0.0000
97126	0.0000	0.0000	0.0000
97127	1.0000	1.4184	1.4514
97128	0.0000	0.0000	0.0000
97129	1.0000	1.4184	1.4514
97130	1.0000	1.4184	1.4514
97131	1.0000	1.4184	1.4514
97132	0.0000	0.0000	0.0000
97133	0.0000	0.0000	0.0000
97134	1.0000	1.4184	1.4514
97135	1.0000	1.4184	1.4514
97136	0.0000	0.0000	0.0000
97137	1.0000	1.4184	1.4514
97138	1.0000	1.4184	1.4514
97139	1.0000	1.4184	1.4514
97140	0.0000	0.0000	0.0000
97141	1.0000	1.4184	1.4514
97142	1.0000	1.4184	1.4514
97143	1.0000	1.4184	1.4514
97144	0.0000	0.0000	0.0000
97145	0.0000	0.0000	0.0000
97146	1.0000	1.4184	1.4514
97147	1.0000	1.4184	1.4514
97148	1.0000	1.4184	1.4514
97149	0.0000	0.0000	0.0000
97150	0.0000	0.0000	0.0000
97151	1.0000	1.4184	1.4514
97152	0.0000	0.0000	0.0000
97153	0.0000	0.0000	0.0000
97154	1.0000	1.4184	1.4514
97155	0.0000	0.0000	0.0000
97156	1.0000	1.4184	1.4514
97157	1.0000	1.4184	1.4514
97158	1.0000	1.4184	1.4514
97159	1.0000	1.4184	1.4514
97160	1.0000	1.4184	1.4514
97161	0.0000	0.0000	0.0000
97162	1.0000	1.4184	1.4514
97163	1.0000	1.4184	1.4514
97164	0.0000	0.0000	0.0000
97165	1.0000	1.4184	1.4514
97166	1.0000	1.4184	1.4514
97167	1.0000	1.4184	1.4514
97168	1.0000	1.4184	1.4514
97169	0.0000	0.0000	0.0000
97170	1.0000	1.4184	1.4514
97171	1.0000	1.4184	1.4514
97172	1.0000	1.4184	1.4514
97173	1.0000	1.4184	1.4514
97174	0.0000	0.0000	0.0000
97175	0.0000	0.0000	0.0000
97176	0.0000	0.0000	0.0000
97177	0.0000	0.0000	0.0000
97178	1.0000	1.4184	1.4514
97179	0.0000	0.0000	0.0000
97180	0.0000	0.0000	0.0000
97181	1.0000	1.4184	1.4514
97182	0.0000	0.0000	0.0000
97183	1.0000	1.4184	1.4514
97184	1.0000	1.4184	1.4514
97185	1.0000	1.4184	1.4514
97186	0.0000	0.0000	0.0000
97187	0.0000	0.0000	0.0000
97188	0.0000	0.0000	0.0000
97189	1.0000	1.4184	1.4514
97190	0.0000	0.0000	0.0000
97191	1.0000	1.4184	1.4514
97192	1.0000	1.4184	1.4514
97193	0.0000	0.0000	0.0000
97194	1.0000	1.4184	1.4514
97195	1.0000	1.4184	1.4514
97196	0.0000	0.0000	0.0000
97197	1.0000	1.4184	1.4514
97198	1.0000	1.4184	1.4514
97199	1.0000	1.4184	1.4514
97200	1.0000	1.4184	1.4514
97201	1.0000	1.4184	1.4514
97202	1.0000	1.4184	1.4514
97203	1.0000	1.4184	1.4514
97204	1.0000	1.4184	1.4514
97205	1.0000	1.4184	1.4514
97206	0.0000	0.0000	0.0000
97207	1.0000	1.4184	1.4514
97208	0.0000	0.0000	0.0000
97209	0.0000	0.0000	0.0000
97210	0.0000	0.0000	0.0000
97211	0.0000	0.0000	0.0000
97212	1.0000	1.4184	1.4514
97213	0.0000	0.0000	0.0000
97214	1.0000	1.4184	1.4514
97215	1.0000	1.4184	1.4514
97216	0.0000	0.0000	0.0000
97217	1.0000	1.4184	1.4514
97218	1.0000	1.4184	1.4514
97219	1.0000	1.4184	1.4514
97220	0.0000	0.0000	0.0000
97221	1.0000	1.4184	1.4514
97222	1.0000	1.4184	1.4514
97223	1.0000	1.4184	1.4514
97224	1.0000	1.4184	1.4514
97225	0.0000	0.0000	0.0000
97226	1.0000	1.4184	1.4514
97227	0.0000	0.0000	0.0000
97228	0.0000	0.0000	0.0000
97229	1.0000	1.4184	1.4514
97230	1.0000	1.4184	1.4514
97231	1.0000	1.4184	1.4514
97232	0.0000	0.0000	0.0000
97233	1.0000	1.4184	1.4514
97234	0.0000	0.0000	0.0000
97235	0.0000	0.0000	0.0000
97236	1.0000	1.4184	1.4514
97237	1.0000	1.4184	1.4514
97238	1.0000	1.4184	1.4514
97239	1.0000	1.4184	1.4514
97240	0.0000	0.0000	0.0000
97241	1.0000	1.4184	1.4514
97242	1.0000	1.4184	1.4514
97243	1.0000	1.4184	1.4514
97244	1.0000	1.4184	1.4514
97245	0.0000	0.0000	0.0000
97246	0.0000	0.0000	0.0000
97247	0.0000	0.0000	0.0000
97248	1.0000	1.4184	1.4514
97249	0.0000	0.0000	0.0000
97250	0.0000	0.0000	0.0000
97251	0.0000	0.0000	0.0000
97252	0.0000	0.0000	0.0000
97253	1.0000	1.4184	1.4514
97254	1.0000	1.4184	1.4514
97255	0.0000	0.0000	0.0000
97256	1.0000	1.4184	1.4514
97257	0.0000	0.0000	0.0000
97258	1.0000	1.4184	1.4514
97259	0.0000	0.0000	0.0000
97260	0.0000	0.0000	0.0000
97261	1.0000	1.4184	1.4514
97262	1.0000	1.4184	1.4514
97263	1.0000	1.4184	1.4514
97264	1.0000	1.4184	1.4514
97265	0.0000	0.0000	0.0000
97266	1.0000	1.4184	1.4514
97267	1.0000	1.4184	1.4514
97268	0.0000	0.0000	0.0000
97269	1.0000	1.4184	1.4514
97270	1.0000	1.4184	1.4514
97271	0.0000	0.0000	0.0000
97272	0.0000	0.0000	0.0000
97273	1.0000	1.4184	1.4514
97274	1.0000	1.4184	1.4514
97275	0.0000	0.0000	0.0000
97276	1.0000	1.4184	1.4514
97277	0.0000	0.0000	0.0000
97278	1.0000	1.4184	1.4514
97279	1.0000	1.4184	1.4514
97280	1.0000	1.4184	1.4514
97281	1.0000	1.4184	1.4514
97282	1.0000	1.4184	1.4514
97283	1.0000	1.4184	1.4514
97284	0.0000	0.0000	0.0000
97285	1.0000	1.4184	1.4514
97286	1.0000	1.4184	1.4514
97287	1.0000	1.4184	1.4514
97288	0.0000	0.0000	0.0000
97289	1.0000	1.4184	1.4514
97290	1.0000	1.4184	1.4514
97291	1.0000	1.4184	1.4514
97292	1.0000	1.4184	1.4514
97293	1.0000	1.4184	1.4514
97294	0.0000	0.0000	0.0000
97295	0.0000	0.0000	0.0000
97296	0.0000	0.0000	0.0000
97297	1.0000	1.4184	1.4514
97298	0.0000	0.0000	0.0000
97299	1.0000	1.4184	1.4514
97300	1.0000	1.4184	1.4514
97301	1.0000	1.4184	1.4514
97302	0.0000	0.0000	0.0000
97303	1.0000	1.4184	1.4514
97304	1.0000	1.4184	1.4514
97305	1.0000	1.4184	1.4514
97306	0.0000	0.0000	0.0000
97307	1.0000	1.4184	1.4514
97308	1.0000	1.4184	1.4514
97309	1.0000	1.4184	1.4514
97310	1.0000	1.4184	1.4514
97311	1.0000	1.4184	1.4514
97312	1.0000	1.4184	1.4514
97313	1.0000	1.4184	1.4514
97314	1.0000	1.4184	1.4514
97315	1.0000	1.4184	1.4514
97316	1.0000	1.4184	1.4514
97317	1.0000	1.4184	1.4514
97318	1.0000	1.4184	1.4514
97319	1.0000	1.4184	1.4514
97320	1.0000	1.4184	1.4514
97321	1.0000	1.4184	1.4514
97322	1.0000	1.4184	1.4514
97323	0.0000	0.0000	0.0000
97324	0.0000	0.0000	0.0000
97325	1.0000	1.4184	1.4514
97326	0.0000	0.0000	0.0000
97327	1.0000	1.4184	1.4514
97328	1.0000	1.4184	1.4514
97329	0.0000	0.0000	0.0000
97330	0.0000	0.0000	0.0000
97331	1.0000	1.4184	1.4514
97332	1.0000	1.4184	1.4514
97333	1.0000	1.4184	1.4514
97334	0.0000	0.0000	0.0000
97335	1.0000	1.4184	1.4514
97336	1.0000	1.4184	1.4514
97337	0.0000	0.0000	0.0000
97338	0.0000	0.0000	0.0000
97339	1.0000	1.4184	1.4514
97340	0.0000	0.0000	0.0000
97341	0.0000	0.0000	0.0000
97342	1.0000	1.4184	1.4514
97343	0.0000	0.0000	0.0000
97344	0.0000	0.0000	0.0000
97345	1.0000	1.4184	1.4514
97346	1.0000	1.4184	1.4514
97347	1.0000	1.4184	1.4514
97348	1.0000	1.4184	1.4514
97349	0.0000	0.0000	0.0000
97350	1.0000	1.4184	1.4514
97351	1.0000	1.4184	1.4514
97352	1.0000	1.4184	1.4514
97353	1.0000	1.4184	1.4514
97354	0.0000	0.0000	0.0000
97355	1.0000	1.4184	1.4514
97356	1.0000	1.4184	1.4514
97357	1.0000	1.4184	1.4514
97358	1.0000	1.4184	1.4514
97359	0.0000	0.0000	0.0000
97360	0.0000	0.0000	0.0000
97361	1.0000	1.4184	1.4514
97362	0.0000	0.0000	0.0000
97363	1.0000	1.4184	1.4514
97364	1.0000	1.4184	1.4514
97365	1.0000	1.4184	1.4514
97366	1.0000	1.4184	1.4514
97367	0.0000	0.0000	0.0000
97368	1.0000	1.4184	1.4514
97369	1.0000	1.4184	1.4514
97370	1.0000	1.4184	1.4514
97371	1.0000	1.4184	1.4514
97372	1.0000	1.4184	1.4514
97373	1.0000	1.4184	1.4514
97374	0.0000	0.0000	0.0000
97375	0.0000	0.0000	0.0000
97376	0.0000	0.0000	0.0000
97377	1.0000	1.4184	1.4514
97378	0.0000	0.0000	0.0000
97379	0.0000	0.0000	0.0000
97380	1.0000	1.4184	1.4514
97381	0.0000	0.0000	0.0000
97382	1.0000	1.4184	1.4514
97383	1.0000	1.4184	1.4514
97384	1.0000	1.4184	1.4514
97385	0.0000	0.0000	0.0000
97386	1.0000	1.4184	1.4514
97387	1.0000	1.4184	1.4514
97388	0.0000	0.0000	0.0000
97389	0.0000	0.0000	0.0000
97390	1.0000	1.4184	1.4514
97391	1.0000	1.4184	1.4514
97392	0.0000	0.0000	0.0000
97393	0.0000	0.0000	0.0000
97394	1.0000	1.4184	1.4514
97395	1.0000	1.4184	1.4514
97396	1.0000	1.4184	1.4514
97397	0.0000	0.0000	0.0000
97398	1.0000	1.4184	1.4514
97399	1.0000	1.4184	1.4514
97400	1.0000	1.4184	1.4514
97401	0.0000	0.0000	0.0000
97402	1.0000	1.4184	1.4514
97403	1.0000	1.4184	1.4514
97404	1.0000	1.4184	1.4514
97405	1.0000	1.4184	1.4514
97406	1.0000	1.4184	1.4514
97407	0.0000	0.0000	0.0000
97408	0.0000	0.0000	0.0000
97409	0.0000	0.0000	0.0000
97410	0.0000	0.0000	0.0000
97411	1.0000	1.4184	1.4514
97412	0.0000	0.0000	0.0000
97413	0.0000	0.0000	0.0000
97414	1.0000	1.4184	1.4514
97415	1.0000	1.4184	1.4514
97416	1.0000	1.4184	1.4514
97417	1.0000	1.4184	1.4514
97418	1.0000	1.4184	1.4514
97419	1.0000	1.4184	1.4514
97420	0.0000	0.0000	0.0000
97421	0.0000	0.0000	0.0000
97422	0.0000	0.0000	0.0000
97423	0.0000	0.0000	0.0000
97424	0.0000	0.0000	0.0000
97425	1.0000	1.4184	1.4514
97426	1.0000	1.4184	1.4514
97427	1.0000	1.4184	1.4514
97428	0.0000	0.0000	0.0000
97429	1.0000	1.4184	1.4514
97430	0.0000	0.0000	0.0000
97431	1.0000	1.4184	1.4514
97432	0.0000	0.0000	0.0000
97433	1.0000	1.4184	1.4514
97434	1.0000	1.4184	1.4514
97435	1.0000	1.4184	1.4514
97436	1.0000	1.4184	1.4514
97437	0.0000	0.0000	0.0000
97438	0.0000	0.0000	0.0000
97439	1.0000	1.4184	1.4514
97440	1.0000	1.4184	1.4514
97441	1.0000	1.4184	1.4514
97442	1.0000	1.4184	1.4514
97443	1.0000	1.4184	1.4514
97444	0.0000	0.0000	0.0000
97445	0.0000	0.0000	0.0000
97446	1.0000	1.4184	1.4514
97447	1.0000	1.4184	1.4514
97448	1.0000	1.4184	1.4514
97449	1.0000	1.4184	1.4514
97450	0.0000	0.0000	0.0000
97451	0.0000	0.0000	0.0000
97452	0.0000	0.0000	0.0000
97453	0.0000	0.0000	0.0000
97454	1.0000	1.4184	1.4514
97455	1.0000	1.4184	1.4514
97456	1.0000	1.4184	1.4514
97457	0.0000	0.0000	0.0000
97458	1.0000	1.4184	1.4514
97459	0.0000	0.0000	0.0000
97460	1.0000	1.4184	1.4514
97461	1.0000	1.4184	1.4514
97462	1.0000	1.4184	1.4514
97463	1.0000	1.4184	1.4514
97464	1.0000	1.4184	1.4514
97465	0.0000	0.0000	0.0000
97466	1.0000	1.4184	1.4514
97467	0.0000	0.0000	0.0000
97468	1.0000	1.4184	1.4514
97469	1.0000	1.4184	1.4514
97470	0.0000	0.0000	0.0000
97471	1.0000	1.4184	1.4514
97472	1.0000	1.4184	1.4514
97473	1.0000	1.4184	1.4514
97474	1.0000	1.4184	1.4514
97475	1.0000	1.4184	1.4514
97476	1.0000	1.4184	1.4514
97477	1.0000	1.4184	1.4514
97478	1.0000	1.4184	1.4514
97479	0.0000	0.0000	0.0000
97480	1.0000	1.4184	1.4514
97481	1.0000	1.4184	1.4514
97482	1.0000	1.4184	1.4514
97483	0.0000	0.0000	0.0000
97484	0.0000	0.0000	0.0000
97485	1.0000	1.4184	1.4514
97486	0.0000	0.0000	0.0000
97487	1.0000	1.4184	1.4514
97488	0.0000	0.0000	0.0000
97489	1.0000	1.4184	1.4514
97490	0.0000	0.0000	0.0000
97491	1.0000	1.4184	1.4514
97492	1.0000	1.4184	1.4514
97493	1.0000	1.4184	1.4514
97494	1.0000	1.4184	1.4514
97495	1.0000	1.4184	1.4514
97496	1.0000	1.4184	1.4514
97497	1.0000	1.4184	1.4514
97498	1.0000	1.4184	1.4514
97499	1.0000	1.4184	1.4514
97500	0.0000	0.0000	0.0000
97501	0.0000	0.0000	0.0000
97502	0.0000	0.0000	0.0000
97503	0.0000	0.0000	0.0000
97504	1.0000	1.4184	1.4514
97505	1.0000	1.4184	1.4514
97506	1.0000	1.4184	1.4514
97507	0.0000	0.0000	0.0000
97508	1.0000	1.4184	1.4514
97509	1.0000	1.4184	1.4514
97510	0.0000	0.0000	0.0000
97511	1.0000	1.4184	1.4514
97512	0.0000	0.0000	0.0000
97513	1.0000	1.4184	1.4514
97514	1.0000	1.4184	1.4514
97515	1.0000	1.4184	1.4514
97516	1.0000	1.4184	1.4514
97517	1.0000	1.4184	1.4514
97518	1.0000	1.4184	1.4514
97519	1.0000	1.4184	1.4514
97520	0.0000	0.0000	0.0000
97521	0.0000	0.0000	0.0000
97522	1.0000	1.4184	1.4514
97523	0.0000	0.0000	0.0000
97524	1.0000	1.4184	1.4514
97525	1.0000	1.4184	1.4514
97526	1.0000	1.4184	1.4514
97527	1.0000	1.4184	1.4514
97528	0.0000	0.0000	0.0000
97529	1.0000	1.4184	1.4514
97530	1.0000	1.4184	1.4514
97531	0.0000	0.0000	0.0000
97532	1.0000	1.4184	1.4514
97533	0.0000	0.0000	0.0000
97534	0.0000	0.0000	0.0000
97535	1.0000	1.4184	1.4514
97536	1.0000	1.4184	1.4514
97537	0.0000	0.0000	0.0000
97538	0.0000	0.0000	0.0000
97539	0.0000	0.0000	0.0000
97540	1.0000	1.4184	1.4514
97541	0.0000	0.0000	0.0000
97542	0.0000	0.0000	0.0000
97543	1.0000	1.4184	1.4514
97544	1.0000	1.4184	1.4514
97545	1.0000	1.4184	1.4514
97546	1.0000	1.4184	1.4514
97547	0.0000	0.0000	0.0000
97548	1.0000	1.4184	1.4514
97549	1.0000	1.4184	1.4514
97550	0.0000	0.0000	0.0000
97551	1.0000	1.4184	1.4514
97552	1.0000	1.4184	1.4514
97553	0.0000	0.0000	0.0000
97554	0.0000	0.0000	0.0000
97555	1.0000	1.4184	1.4514
97556	1.0000	1.4184	1.4514
97557	1.0000	1.4184	1.4514
97558	1.0000	1.4184	1.4514
97559	1.0000	1.4184	1.4514
97560	0.0000	0.0000	0.0000
97561	1.0000	1.4184	1.4514
97562	0.0000	0.0000	0.0000
97563	1.0000	1.4184	1.4514
97564	1.0000	1.4184	1.4514
97565	1.0000	1.4184	1.4514
97566	0.0000	0.0000	0.0000
97567	0.0000	0.0000	0.0000
97568	0.0000	0.0000	0.0000
97569	1.0000	1.4184	1.4514
97570	1.0000	1.4184	1.4514
97571	1.0000	1.4184	1.4514
97572	1.0000	1.4184	1.4514
97573	1.0000	1.4184	1.4514
97574	0.0000	0.0000	0.0000
97575	1.0000	1.4184	1.4514
97576	1.0000	1.4184	1.4514
97577	0.0000	0.0000	0.0000
97578	1.0000	1.4184	1.4514
97579	1.0000	1.4184	1.4514
97580	0.0000	0.0000	0.0000
97581	1.0000	1.4184	1.4514
97582	0.0000	0.0000	0.0000
97583	1.0000	1.4184	1.4514
97584	1.0000	1.4184	1.4514
97585	1.0000	1.4184	1.4514
97586	1.0000	1.4184	1.4514
97587	1.0000	1.4184	1.4514
97588	0.0000	0.0000	0.0000
97589	1.0000	1.4184	1.4514
97590	0.0000	0.0000	0.0000
97591	1.0000	1.4184	1.4514
97592	0.0000	0.0000	0.0000
97593	0.0000	0.0000	0.0000
97594	0.0000	0.0000	0.0000
97595	1.0000	1.4184	1.4514
97596	1.0000	1.4184	1.4514
97597	1.0000	1.4184	1.4514
97598	0.0000	0.0000	0.0000
97599	0.0000	0.0000	0.0000
97600	1.0000	1.4184	1.4514
97601	1.0000	1.4184	1.4514
97602	1.0000	1.4184	1.4514
97603	1.0000	1.4184	1.4514
97604	1.0000	1.4184	1.4514
97605	0.0000	0.0000	0.0000
97606	1.0000	1.4184	1.4514
97607	1.0000	1.4184	1.4514
97608	0.0000	0.0000	0.0000
97609	0.0000	0.0000	0.0000
97610	1.0000	1.4184	1.4514
97611	1.0000	1.4184	1.4514
97612	1.0000	1.4184	1.4514
97613	0.0000	0.0000	0.0000
97614	1.0000	1.4184	1.4514
97615	0.0000	0.0000	0.0000
97616	1.0000	1.4184	1.4514
97617	1.0000	1.4184	1.4514
97618	0.0000	0.0000	0.0000
97619	0.0000	0.0000	0.0000
97620	1.0000	1.4184	1.4514
97621	0.0000	0.0000	0.0000
97622	0.0000	0.0000	0.0000
97623	1.0000	1.4184	1.4514
97624	1.0000	1.4184	1.4514
97625	1.0000	1.4184	1.4514
97626	1.0000	1.4184	1.4514
97627	1.0000	1.4184	1.4514
97628	1.0000	1.4184	1.4514
97629	0.0000	0.0000	0.0000
97630	1.0000	1.4184	1.4514
97631	1.0000	1.4184	1.4514
97632	1.0000	1.4184	1.4514
97633	1.0000	1.4184	1.4514
97634	0.0000	0.0000	0.0000
97635	1.0000	1.4184	1.4514
97636	1.0000	1.4184	1.4514
97637	1.0000	1.4184	1.4514
97638	0.0000	0.0000	0.0000
97639	0.0000	0.0000	0.0000
97640	0.0000	0.0000	0.0000
97641	1.0000	1.4184	1.4514
97642	1.0000	1.4184	1.4514
97643	1.0000	1.4184	1.4514
97644	1.0000	1.4184	1.4514
97645	0.0000	0.0000	0.0000
97646	0.0000	0.0000	0.0000
97647	1.0000	1.4184	1.4514
97648	1.0000	1.4184	1.4514
97649	1.0000	1.4184	1.4514
97650	1.0000	1.4184	1.4514
97651	1.0000	1.4184	1.4514
97652	0.0000	0.0000	0.0000
97653	0.0000	0.0000	0.0000
97654	1.0000	1.4184	1.4514
97655	1.0000	1.4184	1.4514
97656	1.0000	1.4184	1.4514
97657	1.0000	1.4184	1.4514
97658	0.0000	0.0000	0.0000
97659	1.0000	1.4184	1.4514
97660	1.0000	1.4184	1.4514
97661	1.0000	1.4184	1.4514
97662	1.0000	1.4184	1.4514
97663	1.0000	1.4184	1.4514
97664	0.0000	0.0000	0.0000
97665	1.0000	1.4184	1.4514
97666	1.0000	1.4184	1.4514
97667	0.0000	0.0000	0.0000
97668	1.0000	1.4184	1.4514
97669	0.0000	0.0000	0.0000
97670	0.0000	0.0000	0.0000
97671	1.0000	1.4184	1.4514
97672	1.0000	1.4184	1.4514
97673	1.0000	1.4184	1.4514
97674	0.0000	0.0000	0.0000
97675	0.0000	0.0000	0.0000
97676	1.0000	1.4184	1.4514
97677	0.0000	0.0000	0.0000
97678	1.0000	1.4184	1.4514
97679	0.0000	0.0000	0.0000
97680	0.0000	0.0000	0.0000
97681	1.0000	1.4184	1.4514
97682	0.0000	0.0000	0.0000
97683	0.0000	0.0000	0.0000
97684	0.0000	0.0000	0.0000
97685	1.0000	1.4184	1.4514
97686	1.0000	1.4184	1.4514
97687	0.0000	0.0000	0.0000
97688	0.0000	0.0000	0.0000
97689	0.0000	0.0000	0.0000
97690	0.0000	0.0000	0.0000
97691	1.0000	1.4184	1.4514
97692	1.0000	1.4184	1.4514
97693	1.0000	1.4184	1.4514
97694	0.0000	0.0000	0.0000
97695	0.0000	0.0000	0.0000
97696	1.0000	1.4184	1.4514
97697	1.0000	1.4184	1.4514
97698	1.0000	1.4184	1.4514
97699	1.0000	1.4184	1.4514
97700	1.0000	1.4184	1.4514
97701	1.0000	1.4184	1.4514
97702	1.0000	1.4184	1.4514
97703	1.0000	1.4184	1.4514
97704	0.0000	0.0000	0.0000
97705	0.0000	0.0000	0.0000
97706	1.0000	1.4184	1.4514
97707	1.0000	1.4184	1.4514
97708	0.0000	0.0000	0.0000
97709	1.0000	1.4184	1.4514
97710	1.0000	1.4184	1.4514
97711	0.0000	0.0000	0.0000
97712	1.0000	1.4184	1.4514
97713	0.0000	0.0000	0.0000
97714	1.0000	1.4184	1.4514
97715	1.0000	1.4184	1.4514
97716	0.0000	0.0000	0.0000
97717	0.0000	0.0000	0.0000
97718	1.0000	1.4184	1.4514
97719	1.0000	1.4184	1.4514
97720	1.0000	1.4184	1.4514
97721	1.0000	1.4184	1.4514
97722	1.0000	1.4184	1.4514
97723	0.0000	0.0000	0.0000
97724	0.0000	0.0000	0.0000
97725	1.0000	1.4184	1.4514
97726	1.0000	1.4184	1.4514
97727	1.0000	1.4184	1.4514
97728	1.0000	1.4184	1.4514
97729	1.0000	1.4184	1.4514
97730	1.0000	1.4184	1.4514
97731	0.0000	0.0000	0.0000
97732	1.0000	1.4184	1.4514
97733	0.0000	0.0000	0.0000
97734	1.0000	1.4184	1.4514
97735	0.0000	0.0000	0.0000
97736	1.0000	1.4184	1.4514
97737	0.0000	0.0000	0.0000
97738	0.0000	0.0000	0.0000
97739	1.0000	1.4184	1.4514
97740	1.0000	1.4184	1.4514
97741	1.0000	1.4184	1.4514
97742	1.0000	1.4184	1.4514
97743	1.0000	1.4184	1.4514
97744	0.0000	0.0000	0.0000
97745	1.0000	1.4184	1.4514
97746	1.0000	1.4184	1.4514
97747	0.0000	0.0000	0.0000
97748	0.0000	0.0000	0.0000
97749	1.0000	1.4184	1.4514
97750	1.0000	1.4184	1.4514
97751	1.0000	1.4184	1.4514
97752	0.0000	0.0000	0.0000
97753	1.0000	1.4184	1.4514
97754	0.0000	0.0000	0.0000
97755	1.0000	1.4184	1.4514
97756	1.0000	1.4184	1.4514
97757	1.0000	1.4184	1.4514
97758	0.0000	0.0000	0.0000
97759	0.0000	0.0000	0.0000
97760	1.0000	1.4184	1.4514
97761	1.0000	1.4184	1.4514
97762	1.0000	1.4184	1.4514
97763	1.0000	1.4184	1.4514
97764	1.0000	1.4184	1.4514
97765	0.0000	0.0000	0.0000
97766	1.0000	1.4184	1.4514
97767	1.0000	1.4184	1.4514
97768	1.0000	1.4184	1.4514
97769	1.0000	1.4184	1.4514
97770	1.0000	1.4184	1.4514
97771	1.0000	1.4184	1.4514
97772	1.0000	1.4184	1.4514
97773	1.0000	1.4184	1.4514
97774	0.0000	0.0000	0.0000
97775	1.0000	1.4184	1.4514
97776	1.0000	1.4184	1.4514
97777	1.0000	1.4184	1.4514
97778	1.0000	1.4184	1.4514
